instanceID, capacity, shortageCost, solutionValue, solutionTimeMs, statesExplored,instance,n_items,coeff_of_var
66dcd9c78ca1a813ce536ef760842c7c4225badf024f4235454e1f8fac5d3312,116.10846413274392,10.0,359.843525222214,3545,24246,P05_UNCORRELATED,25,0.1
416c80a9b0d90407cd2e9a021bca633eb0f2d3e98b187d086b8b82ffe1da577e,260.2867799458042,10.0,513.4079021861146,4774,27812,P05_UNCORRELATED,25,0.1
61597d369a5d0d37a610359bc08856bd6782c2b31b6daeb9c77018681d41b10d,330.7185220868661,10.0,592.5052137918929,3890,24415,P05_UNCORRELATED,25,0.1
a7b8a6c03c652c82ba5099bd01cc13936c2f8ccda9026ca7a68e4f98eb86b124,508.0002450797488,10.0,826.6267589384879,5183,28533,P05_UNCORRELATED,25,0.1
bf58ddfc5c92e0071b4d58f06962d64a1e6ac1dd01d983c5e683c74b13c25191,507.9358508990788,10.0,919.9048769534044,3570,20271,P05_UNCORRELATED,25,0.1
a038e788358674253a00e40c8d866a6dbfe5e7225db7ee914a5b040b906a8b4a,677.2632613258763,10.0,1034.083106894553,4592,23550,P05_UNCORRELATED,25,0.1
4ffdfe9247ef9f3c513e1f9e8a89e686199108fa74f62f6fd431aa14f790233e,858.9901041571254,10.0,1217.117273632829,5344,24489,P05_UNCORRELATED,25,0.1
759b1a042216b9ab6b9afbd08c297e477ae5a6657941cf4f0916e4c5126799ab,997.9619811631276,10.0,1331.0431863573383,5651,24134,P05_UNCORRELATED,25,0.1
5e9ec39bccea7bd38b20b83aae360263e2b59df183ccd53c1b8a1376c9420bf0,1064.6533536483,10.0,1270.9758834610548,5193,24411,P05_UNCORRELATED,25,0.1
d5ec7b298fc9c78d5f860d167aacf851fed4cc868a7a9a8e2ddb21e17c800c11,1133.3468785043312,10.0,1203.0100115663,5150,23090,P05_UNCORRELATED,25,0.1
52a6a7b25c12144f86feb4820feb9f6b38b87265e80766095ec52b2aa0f9291a,116.10846413274392,10.0,357.8705485428346,10324,42159,P05_UNCORRELATED,25,0.2
a0bc35d5e65d84a24c630646e3f893b87855167a5b442f969b1c7afbbeb8606c,260.2867799458042,10.0,512.1018516999734,13864,48373,P05_UNCORRELATED,25,0.2
9661ba4d020c3159523d497a1ceba9a3adf90f0ca767ec69ffcb1528e0a2d131,330.7185220868661,10.0,586.3482079751519,10909,42389,P05_UNCORRELATED,25,0.2
