instanceID, capacity, shortageCost, simulatedSolutionValue, simulationRuns, milpSolutionValue, milpOptimalityGap, piecewisePartitions, piecewiseSamples, milpMaxLinearizationError, simulatedLinearizationError,cplexSolutionTimeMs, simplexIterations, exploredNodes,instance,n_items,corr_coeff,coeff_of_var
38d015377480431f4c709273bc6c5c28009bfd544b55846f2d303c24bff0ce65,116.10846413274392,10.0,355.03037433084086,100000,356.89526703048404,0.0,100,0,0.0014662809755769,-0.5252769437426634,2322.0,117,0,P05_UNCORRELATED,25,0.75,0.1
e08cd2a4f71a15886ecd06d4671ec38c2c0f912c9f456476c921e4d6d1f45e12,260.2867799458042,10.0,498.7262653728124,100000,506.933469009277,0.0,100,0,0.0019277714383923,-1.6456329265773657,3141.0,148,0,P05_UNCORRELATED,25,0.75,0.1
80b7ec85fe32a9a97fb228258205385d084f79a2f0512ad7b7235be6b26dd274,330.7185220868661,10.0,561.326095303293,100000,575.2664254136441,0.0,100,0,0.0022173150339489,-2.483463752530336,2515.0,81,0,P05_UNCORRELATED,25,0.75,0.1
dae28c3fd0cfe598d168b077a430ace5810b27e2fca5c4d472de9d2e9073242c,508.0002450797488,10.0,793.0320120960014,100000,810.8382180027197,0.0,100,0,0.0018324793111651,-2.245332550908775,2508.0,110,0,P05_UNCORRELATED,25,0.75,0.1
38985e13d2fabf9b09ea474399b1f42d2668498b1c3d33159599c295ce839b43,507.9358508990788,10.0,896.222494822135,100000,911.0762237441426,0.0,100,0,0.0016622055038579,-1.6573706872817848,1873.0,360,0,P05_UNCORRELATED,25,0.75,0.1
68f0a23d1efca19f673c6072a0ee821d1e0ae134c8464a0e3b858f1a58146a33,677.2632613258763,10.0,1004.9347031588252,100000,1024.0298607394998,0.0,100,0,0.0018361262742403,-1.900139135473443,1784.0,119,0,P05_UNCORRELATED,25,0.75,0.1
8918225f1f06773a9a4e6b0537044104c138b10cff3a5b8c336c28f6f995d61b,858.9901041571254,10.0,1164.9483650980426,100000,1198.22016929241,0.0,100,0,0.0019644342709459,-2.856075444302395,2653.0,413,0,P05_UNCORRELATED,25,0.75,0.1
fe6ba7e2ba30cb9fbd1fe7c0000dca9e43036de3ae83c0e8b1e1d99cfcfba7a1,997.9619811631276,10.0,1311.1198610924798,100000,1328.586266792625,0.0,100,0,0.0018444123633986,-1.3321745950512698,2482.0,344,0,P05_UNCORRELATED,25,0.75,0.1
53096b2747e593c18d241df3c8ace19cf5ee6ee3aee159ee6c9733924057fc25,1064.6533536483,10.0,1203.7218582421574,100000,1259.3541777315431,0.0,100,0,0.0021033627363955,-4.621692221376441,1440.0,76,0,P05_UNCORRELATED,25,0.75,0.1
75290e7dec9d0a6a350f29616d73ee991289342b5e2ea5b1806ba1c875537051,1133.3468785043312,10.0,1145.650685748429,100000,1193.676275165295,0.0,100,0,0.0022927329027086,-4.191992377283132,1619.0,232,0,P05_UNCORRELATED,25,0.75,0.1
82e383ebb322aa5bc5d54fffaed497d9c7e19de5a8c54331d49d3c2c68e1f938,116.10846413274392,10.0,347.7452286151463,100000,356.8800622500048,0.0,100,0,0.0014997184160232,-2.6268753337714648,1454.0,108,0,P05_UNCORRELATED,25,0.95,0.1
ccf037f87b9b45ca330fa88fe8da100c5672455c62f27759c1f0f680e8c31c02,260.2867799458042,10.0,479.7508915555548,100000,506.933469009277,0.0,100,0,0.0020040197254129,-5.665977475432058,1999.0,109,0,P05_UNCORRELATED,25,0.95,0.1
60a79c9d535d5e4f0493dd2b07e78fdb6c2a59ce335aaf21df13ecf36ead1f4c,330.7185220868661,10.0,537.8966380897448,100000,575.2664254136441,0.0,100,0,0.0023138958341215,-6.947391873764495,1394.0,108,0,P05_UNCORRELATED,25,0.95,0.1
7b6bdd957a5d7a82094b79bfb973a8eea420c5a0dd42e29b0e40c12afc073562,508.0002450797488,10.0,753.5443172605599,100000,810.8382180027197,0.0,100,0,0.0019285060240924,-7.603255632057114,2070.0,152,0,P05_UNCORRELATED,25,0.95,0.1
9af044d7e95c4494f40c68390cb54e4f20013a409c8501a66536eafcbe7a489d,507.9358508990788,10.0,863.3212970744787,100000,911.0739557560144,0.0,100,0,0.0017263182610647,-5.531273101144872,1346.0,91,0,P05_UNCORRELATED,25,0.95,0.1
6f8415fa5a1fa42871835e953b921b97c5e5ec4d016e3a473faa928ff43fad0e,677.2632613258763,10.0,951.6520842066058,100000,1024.1093551954689,0.0,100,0,0.0019237182988932,-7.613840414091131,1434.0,99,0,P05_UNCORRELATED,25,0.95,0.1
5c9096e6fa20bd71acb6432e3a399a55b316b6faa4dde24b83a050d8b1c93a76,858.9901041571254,10.0,1091.154921597727,100000,1198.22016929241,0.0,100,0,0.0020972865053206,-9.812103265585089,1590.0,203,0,P05_UNCORRELATED,25,0.95,0.1
fcabf37468d78d02944a063705f224652ae430cf2b8eb7d232ce2206b18e0b86,997.9619811631276,10.0,1241.0011725158647,100000,1328.586266792625,0.0,100,0,0.0019486248161989,-7.057615755446916,2344.0,611,12,P05_UNCORRELATED,25,0.95,0.1
e254ff1c97cf84391e0f6bdd27e7f5b656076749cd17745fc7b46fe7d80cc6a8,1064.6533536483,10.0,1093.8848893454349,100000,1259.3432443783397,0.0,100,0,0.0023154490784229,-15.125755611443951,2067.0,635,0,P05_UNCORRELATED,25,0.95,0.1
9d39cbb025f5273f3427edacb5b9e05f34906fea1162c52f1df79c7406752df1,1133.3468785043312,10.0,1041.7170793678067,100000,1193.676275165295,0.0,100,0,0.0025214821512,-14.587376823053406,1784.0,81,0,P05_UNCORRELATED,25,0.95,0.1
88a74b6eff06929d9215678fee8f97733b69f7c1e54ae3a80278c759070e3150,116.10846413274392,10.0,336.80356802506094,100000,343.6665025571612,0.0,100,0,0.0030861070330072,-2.037666813431623,2272.0,332,0,P05_UNCORRELATED,25,0.75,0.2
e515a12fa550f3136325530fff3c61943a05cb0e2144291ea682e1464668bbbe,260.2867799458042,10.0,479.27299083048257,100000,492.7100437583373,0.0,100,0,0.0039684928323273,-2.803632415123382,2394.0,131,0,P05_UNCORRELATED,25,0.75,0.2
9e01de2bb1d68ba8202e70a9f310902f72832eb98f0f6ab2067b146b72a24bc7,330.7185220868661,10.0,518.786779409285,100000,551.5726874615043,0.0,100,0,0.0047869256005801,-6.319726977150583,1610.0,67,0,P05_UNCORRELATED,25,0.75,0.2
cfbf3b1c6cc02858eeac1bb6e9d69c030b4fe1bbfed7a58810947b6dcc2d8dff,508.0002450797488,10.0,712.4108152486261,100000,787.3850035014508,0.0,100,0,0.0040797099583945,-10.524010395134052,2689.0,114,0,P05_UNCORRELATED,25,0.75,0.2
0de416a7e3cebda4ea12eabd588622f01231fb0cdd4fd36400f7477d2354a837,507.9358508990788,10.0,817.9853516919324,100000,892.7092061803496,0.0,100,0,0.0036218688335365,-9.13510912314718,1824.0,229,0,P05_UNCORRELATED,25,0.75,0.2
fc4c2b755707f5bf2b1b1428edb6b2fa8f1e097e615f68ce6092fcccb2892e47,677.2632613258763,10.0,922.8949035212468,100000,999.7198725134646,0.0,100,0,0.0038778273546965,-8.324346434149438,2525.0,889,0,P05_UNCORRELATED,25,0.75,0.2
6a014a59e38709febc63f185b7b8b9251091e9c99e8949c30060735a6b117079,858.9901041571254,10.0,1080.4403467507589,100000,1163.472596795536,0.0,100,0,0.0042105652640765,-7.685037891678384,2616.0,1274,29,P05_UNCORRELATED,25,0.75,0.2
