instanceID, capacity, shortageCost, simulatedSolutionValue, simulationRuns, milpSolutionValue, milpOptimalityGap, piecewisePartitions, piecewiseSamples, milpMaxLinearizationError, simulatedLinearizationError,cplexSolutionTimeMs, simplexIterations, exploredNodes,instance,n_items,corr_coeff,coeff_of_var
38d015377480431f4c709273bc6c5c28009bfd544b55846f2d303c24bff0ce65,116.10846413274392,10.0,355.03037433084086,100000,356.8938012116286,0.0,25,0,0.0144252957002427,-0.52486407234872,1764.0,92,0,P05_UNCORRELATED,25,0.75,0.1
e08cd2a4f71a15886ecd06d4671ec38c2c0f912c9f456476c921e4d6d1f45e12,260.2867799458042,10.0,498.7262653728124,100000,506.9070910024478,0.0,25,0,0.0190260066448947,-1.64034385145527,2371.0,112,0,P05_UNCORRELATED,25,0.75,0.1
80b7ec85fe32a9a97fb228258205385d084f79a2f0512ad7b7235be6b26dd274,330.7185220868661,10.0,561.326095303293,100000,575.3426539348815,0.0,25,0,0.0218139807840862,-2.497043830469907,1654.0,60,0,P05_UNCORRELATED,25,0.75,0.1
dae28c3fd0cfe598d168b077a430ace5810b27e2fca5c4d472de9d2e9073242c,508.0002450797488,10.0,793.0320120960014,100000,810.8464407104545,0.0,25,0,0.0180279607854374,-2.246369420494039,2136.0,87,0,P05_UNCORRELATED,25,0.75,0.1
38985e13d2fabf9b09ea474399b1f42d2668498b1c3d33159599c295ce839b43,507.9358508990788,10.0,896.222494822135,100000,911.1025187763568,0.0,25,0,0.0163528043445333,-1.660304672131108,1770.0,100,0,P05_UNCORRELATED,25,0.75,0.1
68f0a23d1efca19f673c6072a0ee821d1e0ae134c8464a0e3b858f1a58146a33,677.2632613258763,10.0,1004.9347031588252,100000,1024.0673332921826,0.0,25,0,0.0180559954859447,-1.903867989951756,1657.0,106,0,P05_UNCORRELATED,25,0.75,0.1
8918225f1f06773a9a4e6b0537044104c138b10cff3a5b8c336c28f6f995d61b,858.9901041571254,10.0,1164.9483650980426,100000,1198.2194987595049,0.0,25,0,0.0194901445796083,-2.856017885278732,1465.0,86,0,P05_UNCORRELATED,25,0.75,0.1
fe6ba7e2ba30cb9fbd1fe7c0000dca9e43036de3ae83c0e8b1e1d99cfcfba7a1,997.9619811631276,10.0,1311.1198610924798,100000,1328.6622151251104,0.0,25,0,0.0182166449081401,-1.3379672258197304,1718.0,101,0,P05_UNCORRELATED,25,0.75,0.1
53096b2747e593c18d241df3c8ace19cf5ee6ee3aee159ee6c9733924057fc25,1064.6533536483,10.0,1203.7218582421574,100000,1259.3319199456942,0.0,25,0,0.0207230997337202,-4.619843140901863,1558.0,67,0,P05_UNCORRELATED,25,0.75,0.1
75290e7dec9d0a6a350f29616d73ee991289342b5e2ea5b1806ba1c875537051,1133.3468785043312,10.0,1145.650685748429,100000,1193.7626750529862,0.0,25,0,0.0225619035463526,-4.199533933253549,1292.0,71,0,P05_UNCORRELATED,25,0.75,0.1
