instanceID,capacity,shortageCost,solutionValue,solutionTimeMs,instance,n_items,coeff_of_var
688f8834bd1fa0a44c55e03dc1e044b828d98f35c1916ef0cd603e23712e4b8c,1008.253974586664,10.0,1428.5290086351415,600136.5063476562,P05_UNCORRELATED,100,0.2
b3bb4f3ebe362af1b3f22ba6d45594bae3a6e79cb6971f0fa62a2489a01060eb,1276.6190229759368,10.0,1472.937220362933,600093.1965332031,P05_UNCORRELATED,100,0.2
16657bb70f8c72c66d1400da54e4e64300e28790ad1c3b0725161c47db388b25,1849.9340389557412,10.0,1509.9192826527196,600101.2995605469,P05_UNCORRELATED,100,0.2
ff84869bfaf1d1457190039f3a7c32e8eefcae4a1ae27fddd8b1e9fa14a93c44,2363.862328567923,10.0,2237.7517819787304,600110.2216796875,P05_UNCORRELATED,100,0.2
c64bbe2ec9d07b95890e162e51137461ebb48680f9de52a6c5961f13f9b6db80,2676.325102485332,10.0,1937.113754823492,600152.1232910156,P05_UNCORRELATED,100,0.2
49354466fae081cfe6bae9afdd6d6177b12cc49e23796595c7d316a1492e0a19,3437.617036735994,10.0,1957.1779613958245,600158.7211914062,P05_UNCORRELATED,100,0.2
03fdaf45963920ced40545188e23e67c995188ddf4e8bcdbcff5f77130ad1946,4006.977012186977,10.0,1904.5162286107372,600121.6328125,P05_UNCORRELATED,100,0.2
f2bf093486a7542fb960218710a8d85d64d44299814d88615194d8d42cb966ea,4175.238338910199,10.0,1964.4695622724648,600128.2248535156,P05_UNCORRELATED,100,0.2
b1296e3130074eeb6834e731686ddaf757befacb9e00a6a19453ba6cba47ec0c,4329.982020871435,10.0,2209.7987191817106,600144.3657226562,P05_UNCORRELATED,100,0.2
6edf823d7351bde6cd88310898b59f452c94f0d724d64b0cd258c755d80b733e,112.63131849856067,10.0,563.2515577632659,25.99951171875,P05_WEAKLY_CORRELATED,25,0.1
15edebe68551685432612f69872ca8c4ec1e0558a004c625d3db615c97f12be0,200.6377911389312,10.0,1217.3455721101386,124.515869140625,P05_WEAKLY_CORRELATED,25,0.1
30fff6bc8037a6f813c984e07b5811ec09e775f5f37a348875a181d37dadb0ff,278.8633363153005,10.0,1323.9156515516995,458.581298828125,P05_WEAKLY_CORRELATED,25,0.1
650b239d2ed63f3a1e628836b0e6c8626ade6ded6a387be1ee5865394faab3f4,469.97216703269294,10.0,1375.7184625555874,288.0595703125,P05_WEAKLY_CORRELATED,25,0.1
4cbe655d7e40ba903bf7bdc00fdd10d1c47d588becef8249fff8e0a5c72feb81,515.9189618187869,10.0,1589.542398977208,295.1689453125,P05_WEAKLY_CORRELATED,25,0.1
2f3034523118557e83492b4d7d8fbb0ecbe8a4753e1af801694f5e1676265ec2,669.2975149694981,10.0,1805.8982235727597,260.0498046875,P05_WEAKLY_CORRELATED,25,0.1
c7dd2fd37e034caccf0bb5d042c56bb885f63a99471c503435726c3612e305a1,907.9861870330462,10.0,1866.46172287586,1330.2705078125,P05_WEAKLY_CORRELATED,25,0.1
dd7e8dfa440d858290f5097d0506f8015d9c89931a83c05944f7c56faa0bcf35,1015.652441537617,10.0,2009.263876672096,163.51904296875,P05_WEAKLY_CORRELATED,25,0.1
11b63efb78b026d9e7f96d2231c921a557937ee8d9a1bab9032d95b5d6815f9b,1078.0584145275466,10.0,2177.421449421642,523.25341796875,P05_WEAKLY_CORRELATED,25,0.1
fe121844db3bb5e963e7b72ae4990f2689b8810f8c0aa0e581dd5c45ed7397e0,1105.9222745163063,10.0,2302.786845881837,647.118408203125,P05_WEAKLY_CORRELATED,25,0.1
1774666aaaf07de0d4b5afdb689de921638248c12311f53de3aa2f61770c2a0e,112.63131849856067,10.0,546.1842794771594,23.0078125,P05_WEAKLY_CORRELATED,25,0.2
f688c7bbd100a3e1e10de0d70075f5b7ab7a81445aef8dedb699515066081856,200.6377911389312,10.0,1200.600576737953,90.514404296875,P05_WEAKLY_CORRELATED,25,0.2
2d4c8f74c56086ff6a26a52eb401ff382b51e927eb38f8100ad3f6f80630189d,278.8633363153005,10.0,1314.1503207293076,549.6357421875,P05_WEAKLY_CORRELATED,25,0.2
a39cc7058175b6c6e6bd5af23a9c83a125e8201283ee14abfa53a131ba57a8c8,469.97216703269294,10.0,1344.6300506659563,426.573974609375,P05_WEAKLY_CORRELATED,25,0.2
954c360b4972ec3400b057f7ca11f7eaa6e48046933bdef8d8296d9e86e7a972,515.9189618187869,10.0,1555.1765091603074,314.55224609375,P05_WEAKLY_CORRELATED,25,0.2
d2f1dc916fc762ef87b844652b0fe986561e50ed64e618e30d1ba52cfefefea4,669.2975149694981,10.0,1781.8680199101912,199.04248046875,P05_WEAKLY_CORRELATED,25,0.2
e593016e709588b5ced18cd8a649005bbdbca217d5abe1cd53bc5ad35e12dfc7,907.9861870330462,10.0,1808.2264551932344,1382.667236328125,P05_WEAKLY_CORRELATED,25,0.2
40940cc3dc5c847e6ff531d3c39a6fdb4ec6893cbb223fa631cbcec70bdd2ef8,1015.652441537617,10.0,1982.0345633692496,215.047119140625,P05_WEAKLY_CORRELATED,25,0.2
6cce107a405b638a2817feac3e2616d4fc0b0eacd9db6c5e002fcfa3787ac330,1078.0584145275466,10.0,2131.9278487288543,645.14306640625,P05_WEAKLY_CORRELATED,25,0.2
243a89235d27790f044f0c29862ea09466fc2ba57b1457766c70ee4a90ccb7a9,1105.9222745163063,10.0,2288.487723458931,449.076416015625,P05_WEAKLY_CORRELATED,25,0.2
05a061189db435e271125771cab9bed1424f3a590ebf6b5cf9699234c70d681c,228.73978263130465,10.0,1195.0594387100557,1342.3505859375,P05_WEAKLY_CORRELATED,50,0.1
79a4ce9b0a8bae01f8b8af26d78fab2650c3e99059655222546bb7e9ac3312eb,406.38790560144446,10.0,2298.6648997545453,5967.5927734375,P05_WEAKLY_CORRELATED,50,0.1
7a393ca09aee2e608ac9dafb1ef1a47d774ebacb1925a1523dda03fca1b1a4ee,614.3128876307193,10.0,2514.250923499928,41183.678955078125,P05_WEAKLY_CORRELATED,50,0.1
d7f26ec43e8d54d0312f2ce80910d7967d8ef69177394967afc47c12749afe0d,1009.7007378229551,10.0,2842.5294924797927,79753.1484375,P05_WEAKLY_CORRELATED,50,0.1
4e2abd93e285a3fce5ac41eba9fa75b65df069bd8c56985167a3394aabbed79d,1190.3954267643592,10.0,3108.2575145968053,48812.40869140625,P05_WEAKLY_CORRELATED,50,0.1
ae9bb61894340c5bdba251def88af2141a769378903e688ab7ecadadc1f72886,1214.7348905944316,10.0,3643.2578898756265,47906.26806640625,P05_WEAKLY_CORRELATED,50,0.1
eea63ae35df2ce2c44f9c8fb6fbe9cd6c535641a98c65958402bc55856105fa7,1459.004268430867,10.0,3954.721088654313,67195.03295898438,P05_WEAKLY_CORRELATED,50,0.1
ed4be04cdde454ad479212786071804878f1ea420473b9dfecf3dbf320670e22,1914.487249425419,10.0,3745.8739407097496,65858.29931640625,P05_WEAKLY_CORRELATED,50,0.1
92471947c720c74baa4063106f60b920e78900bc1a85b559e3edca6847cccd61,1890.1455097973376,10.0,4444.896318935472,69063.79296875,P05_WEAKLY_CORRELATED,50,0.1
c62b9dcd842dac0ed08539bc9af25cc715f2d039b2a6265c22747f9811cf2593,2446.4976322205694,10.0,4615.189151807924,159097.76708984375,P05_WEAKLY_CORRELATED,50,0.1
acbf179f5966daecf8d0a11314f0ee03103d8fa66f864d5de0155b5bac83f595,228.73978263130465,10.0,1170.338666875555,1184.80419921875,P05_WEAKLY_CORRELATED,50,0.2
1a5233a291f6e158aa413f7336d384ac280f279508d08da202185ac6d7376082,406.38790560144446,10.0,2277.9870760660483,5630.189697265625,P05_WEAKLY_CORRELATED,50,0.2
55dd205326f6a66b06ae5f6d3e21e5b61098f63ad9371ae36ce02634a9f55fa9,614.3128876307193,10.0,2459.8384299130275,38239.787109375,P05_WEAKLY_CORRELATED,50,0.2
63887e37bf72f353a06bda9c46ec6696c129619cba45024b53e5c2b07280f24d,1009.7007378229551,10.0,2779.1608377986754,79102.05712890625,P05_WEAKLY_CORRELATED,50,0.2
f3b7f1ba1804f87a497a94a4c24f7907250b060ec0c022642fabd3469b525881,1190.3954267643592,10.0,3049.2840439944466,40710.1162109375,P05_WEAKLY_CORRELATED,50,0.2
1625506f3d0b2178c1b55c1accf03e15c519b0a6109868aeb45f0fa43f124595,1214.7348905944316,10.0,3605.751917381421,40991.92602539063,P05_WEAKLY_CORRELATED,50,0.2
e1b9491502f1b3ad9adb7d81d3a5c201b938a1f18e53d3bc29f38b0299192050,1459.004268430867,10.0,3915.712418379859,57329.201171875,P05_WEAKLY_CORRELATED,50,0.2
5d700c0c898e18d7839597699bb65480c9d83a7ba975fe1d7fcacb925c03d1e4,1914.487249425419,10.0,3677.04441689795,52447.8388671875,P05_WEAKLY_CORRELATED,50,0.2
d2bb9eda943dba6b96b82f43e31c3bc931696922a85e7eea39ded0a2fda101a9,1890.1455097973376,10.0,4377.708641696699,58159.73828125,P05_WEAKLY_CORRELATED,50,0.2
5a919c34a77cc047e6c9a1c28f546ccb00024b0c6dda789cc4be2ba9bbcb2c34,2446.4976322205694,10.0,4542.4426962702455,138252.5439453125,P05_WEAKLY_CORRELATED,50,0.2
fe6f965f6b168fafcb26e84b49fd3158279ef45724ba121a7fac4470a325e911,459.20206817367233,10.0,2891.44924799208,107142.75927734376,P05_WEAKLY_CORRELATED,100,0.1
86c7c79818ab3873d3394b23076e6da0d4bedcd3670761cc1178fa8aebf97eeb,858.3955171856044,10.0,2365.911329425484,600131.8093261719,P05_WEAKLY_CORRELATED,100,0.1
fb0c7f22ad1e7fdf5e4c2edf9e43fdc7604265b7514233785c1668d715f63e44,1386.0180019648064,10.0,1978.8144464524007,600126.8996582031,P05_WEAKLY_CORRELATED,100,0.1
c962d214be9f04735fe30581ea20e8bb85f892acc75220638ba9734eb13ac31b,1705.4035930376886,10.0,1822.9914189032784,600114.7592773438,P05_WEAKLY_CORRELATED,100,0.1
0837928ca2d7e6aa4515ce4c8b8217b4258d1cb5ab0766968943052e7364e42b,2189.061141156589,10.0,2467.735297912719,600137.3359375,P05_WEAKLY_CORRELATED,100,0.1
7277d0d3189737a75b5e040a320cedb2525193e695da1ab12cb84496aba2f2d4,2886.177375009661,10.0,2374.7765225904336,600144.1689453125,P05_WEAKLY_CORRELATED,100,0.1
1b1a3e652ecb600a6742b3443e5e41cfefb10180f2964aac3087d138d861d621,3216.8335332140696,10.0,2070.698996927913,600135.7707519531,P05_WEAKLY_CORRELATED,100,0.1
6ed9c83d4c3635370be2098cc62abb25a2ab83170fffe620ef46c2a8e740d006,3490.5161734854346,10.0,2354.7367158185784,600147.6120605469,P05_WEAKLY_CORRELATED,100,0.1
d82bda3315051693834a9df07fcef38ad7807cf269e3e4ae9278b54254f38b26,3592.479997210422,10.0,2032.426383562081,600112.6589355469,P05_WEAKLY_CORRELATED,100,0.1
ea86a22b4c4a0708cbacd63038d95870b5921853bb422b95258d7699d10b0c87,4798.834635110607,10.0,2081.053516021728,600173.2155761719,P05_WEAKLY_CORRELATED,100,0.1
5540b11be45eb22af277782e53a7550335fdcbbd51a217c1748a3da1c8bf3f8d,459.20206817367233,10.0,2854.803756199786,188286.77978515625,P05_WEAKLY_CORRELATED,100,0.2
c9ae75acebe18e1d9c558c9b696646ded8f349aa5374fc1c62b5a15142228816,858.3955171856044,10.0,2386.9456858881986,600139.4401855469,P05_WEAKLY_CORRELATED,100,0.2
6e522248fdc2d36edab3c0d89316a09aadb78472bf52b3dbd9c9601b60e75009,1386.0180019648064,10.0,1988.796181874724,600123.6125488281,P05_WEAKLY_CORRELATED,100,0.2
bb984e4cc4ceb5cb473431105370be59bfbe597ef13971a17c428a19a5c5832d,1705.4035930376886,10.0,1822.9914189032784,600114.2646484375,P05_WEAKLY_CORRELATED,100,0.2
7f18bff2fb492cf19399388fc8a458083eb383c099e0de2367827a49db484fc0,2189.061141156589,10.0,2475.4475525403614,600160.0910644531,P05_WEAKLY_CORRELATED,100,0.2
b39969dbaa9bc8b591aff5b031575df3deca0b50423a503f4a67693084d5cd5f,2886.177375009661,10.0,2374.7765225904336,600154.0893554688,P05_WEAKLY_CORRELATED,100,0.2
7079157436a9dfda59eb3c250834215a89f5d50ed0baef017bfebf040607621f,3216.8335332140696,10.0,2070.698996927913,600153.2053222656,P05_WEAKLY_CORRELATED,100,0.2
9c263ba4392fea433cc7c6a0455f036c195528b529a0013ee8dd02dc29def11d,3490.5161734854346,10.0,2453.975633579756,600156.1564941406,P05_WEAKLY_CORRELATED,100,0.2
311e85a580d0286f59003b6a80b0f820eab92010e3842b2a02c0c847b4f533dc,3592.479997210422,10.0,2121.0651678269637,600133.2277832031,P05_WEAKLY_CORRELATED,100,0.2
9cf4ef004207973a0c7e8d153f70984021dc5f61b50b65662a3350a65d85a28f,4798.834635110607,10.0,2144.8060543461843,600139.7915039062,P05_WEAKLY_CORRELATED,100,0.2
c7c0e94d96f0bdde8ef48a0121f779d3984ee25050cb34f2a7946ac24887831e,112.63131849856067,10.0,162.14894245250352,468.11083984375,P05_STRONGLY_CORRELATED,25,0.1
3501a51ba19bb796d0eddb2784abe8e35615dec255dc3c9a9f37de25cf73a648,232.2169282654879,10.0,307.70388394375783,24744.61108398437,P05_STRONGLY_CORRELATED,25,0.1
2876c28049161f2ef2e90f245d24f7299ba9cbd6f602669cbbc6337883089744,300.9566867083967,10.0,370.7848640531597,600094.740234375,P05_STRONGLY_CORRELATED,25,0.1
c170110f52cd761f0c4ef3288592ea826d084196bfed81c01188e8745bc0029e,520.5735598916084,10.0,568.4244373524652,600101.96875,P05_STRONGLY_CORRELATED,25,0.1
00c76cc7bcd3b2e60af91fd0e5702e1d6b5a5bb39f2099dac97ca88208edcba1,464.7722271921675,10.0,514.6398176867289,600094.9912109375,P05_STRONGLY_CORRELATED,25,0.1
a0c7c6d0bb8f2ad1b0aaee4eece97815a9f1719f1157053fa01af16d33dd838d,661.4370441737321,10.0,700.4506355290346,600119.5969238281,P05_STRONGLY_CORRELATED,25,0.1
ce7bbab330cfd656474ffcca4020986edc70c519e1283f75268ab566aa18df9d,822.4512923072126,10.0,665.0803032065052,600120.4797363281,P05_STRONGLY_CORRELATED,25,0.1
5e482ad1351cb39f6639dae6cfeee750b59b1862ddf9fbf49af17464ef2e221f,1016.0004901594976,10.0,690.3210192948516,600169.4753417969,P05_STRONGLY_CORRELATED,25,0.1
e2fdcecc5c51fbf369120ae26279c113fa7643a2c3d9febd64281c69629b74a5,928.6541312738166,10.0,674.3855503641988,600116.7705078125,P05_STRONGLY_CORRELATED,25,0.1
a253d599c63e6acca9fa23fce73efd6548af5538b73d09a911f0f15d848bf877,1015.8717017981576,10.0,618.6964591066036,600110.9880371094,P05_STRONGLY_CORRELATED,25,0.1
14ba3523ce03b78d86d849077605983ad65a58c992372ba360380b9cac5f8777,112.63131849856067,10.0,146.31171833828563,554.083251953125,P05_STRONGLY_CORRELATED,25,0.2
7c213683036a268813060bac431d5f375a02491cbc9f92d992bbf356b3340fb8,232.2169282654879,10.0,294.23353696934544,27484.33935546875,P05_STRONGLY_CORRELATED,25,0.2
a0c6418eca83fad8d5bb786b520d994fcf5b81ad60a76c12422c36a8551417c0,300.9566867083967,10.0,344.31528124844885,600105.1936035156,P05_STRONGLY_CORRELATED,25,0.2
e256d46eedace17a4a6120f6c334f525a4a57632da9249d51b4e47dd0d2af3d3,520.5735598916084,10.0,539.7925875378046,600205.1059570312,P05_STRONGLY_CORRELATED,25,0.2
e5eaaae356f2cff02010505c688c02209a7a573f3fe281276b47375b61354392,464.7722271921675,10.0,487.5210070057118,600094.2841796875,P05_STRONGLY_CORRELATED,25,0.2
d449d8ac8f9efa9ef69b66099e51f66243dd3e7d23156aa564bb771ff4127e75,661.4370441737321,10.0,664.5852870104513,600116.3469238281,P05_STRONGLY_CORRELATED,25,0.2
e65e7424cfbc8233d1c64bfdae5bb02e83d39bb11490d96b82754469ea3e5dc2,822.4512923072126,10.0,665.0802834314089,600147.4445800781,P05_STRONGLY_CORRELATED,25,0.2
ec96a4243eb52dfaf799ff0df4c002cca9962ffe97a0f654cec9acd1cb057d7e,1016.0004901594976,10.0,690.3210192948516,600102.2697753906,P05_STRONGLY_CORRELATED,25,0.2
a523c854448043ffe6fb7441e15156d3013fa31c4a6e28c7d55ace4defdba29d,928.6541312738166,10.0,674.3855503641988,600101.9992675781,P05_STRONGLY_CORRELATED,25,0.2
140290ba428930ce2ee4ec1b18ab3e26eb8bf4c122278ea0ffa34a35a06eae48,1015.8717017981576,10.0,618.6964591066036,600092.814453125,P05_STRONGLY_CORRELATED,25,0.2
9c1cb76e95de04b4d55b161d1a5403df8b746ee0353560cee81ff32616e63946,228.73978263130465,10.0,273.04959263443584,600141.0051269531,P05_STRONGLY_CORRELATED,50,0.1
e48bffe7d569e07763efb6e8f43bccb0c1fcbc00245de7f5584eb6afdb910c98,460.92457108473536,10.0,476.6798892056495,600242.380859375,P05_STRONGLY_CORRELATED,50,0.1
10ce720cd2aa6965fa3fdb5dbad5ab6e7f7983b7f93d427fdb69dfb26f706083,609.5818584021666,10.0,510.56956988699744,600167.205078125,P05_STRONGLY_CORRELATED,50,0.1
82dbbe49788baa2b40da5ed80f96f02c47a5c9ebc71321e1ddfc668ca3713c3b,977.9724121124416,10.0,521.8661349844551,600181.9208984375,P05_STRONGLY_CORRELATED,50,0.1
be822e86690e92814edcdf6daecd84097dd5cae212fa5120bfc7539db437e1c1,1023.8548127178656,10.0,512.7118075182792,600176.0903320312,P05_STRONGLY_CORRELATED,50,0.1
866bd38778465455a272f7372fb4faccdf4a8ee14b6945c25d7cc5be0ab8b0d5,1346.5607762953744,10.0,500.49356909973136,600188.0910644531,P05_STRONGLY_CORRELATED,50,0.1
5e48ad3f2d4a56c2bec06bfebfaac447beb1046c17d29167e3f928f1f87e02d2,1766.9762911901714,10.0,530.3107225775324,600155.1169433594,P05_STRONGLY_CORRELATED,50,0.1
99ea50d42906811696a1393b7d7f8fa5d413c4274750a0817eaa7de7036a7cb6,2013.6144227007449,10.0,530.3199148267839,600207.8923339844,P05_STRONGLY_CORRELATED,50,0.1
d90f97b60d451e8c218296af971b4198074ca188c6b6e3e27b0ea7daf71b5476,2142.711768175847,10.0,525.1317299365531,600172.8408203125,P05_STRONGLY_CORRELATED,50,0.1
b0216ec663cd168bb5e3ab82c9277c9bc67ef988d4d96e7de7ec12311f2e4f00,2239.269153020637,10.0,509.6243792641608,600203.4807128906,P05_STRONGLY_CORRELATED,50,0.1
