instanceID,capacity,shortageCost,solutionValue,solutionTimeMs,instance,n_items,coeff_of_var
cd05356994028bbcfb3cd85077528a810a4421dea141977681235c2206fdf753,116.10846413274392,10.0,356.9071194209946,12.998291015625,P05_UNCORRELATED,25,0.1
f7217ac5ba7d75616b2bc37f0186f65ee3b27e21f8ce2f252b23012e8db311fa,260.2867799458042,10.0,506.94112308133214,69.517578125,P05_UNCORRELATED,25,0.1
b04fa84a74ce1b7da7f7a33d3e669d54879e3117ced5594de7cff9c954d0da94,330.7185220868661,10.0,575.2775481406278,312.5673828125,P05_UNCORRELATED,25,0.1
dc386dba03117d503f35dd52d60831090f07a4c07cb7c4ccf223f5481f96368a,508.0002450797488,10.0,810.8377133641253,120.49072265625,P05_UNCORRELATED,25,0.1
0e9c71196a05a749fedf6ec7ce931e2240658ec5e11af5378e8d3377d94f972c,507.9358508990788,10.0,911.0967823080616,223.068603515625,P05_UNCORRELATED,25,0.1
cf3241e529381952404c6a26a183fe909603e331b0ebad2bb8397f14cb3cda06,677.2632613258763,10.0,1024.1037729895802,182.359619140625,P05_UNCORRELATED,25,0.1
10e692be69e1e7b33f4b0aa9212b1943a286ad25ab1d6d104ca72c63268bca62,858.9901041571254,10.0,1198.2013996539104,1041.77978515625,P05_UNCORRELATED,25,0.1
f98d7f949749554f8fdbb95e88b6e4729d0e78aa5785a4b18569cd333ff9ca6a,997.9619811631276,10.0,1328.5799222856235,211.04541015625,P05_UNCORRELATED,25,0.1
8be4d492666231ae10b052b7dd31b4d00bc7cd1046a31a8fe18322b7f65ca1e1,1064.6533536483,10.0,1259.354112158382,365.504150390625,P05_UNCORRELATED,25,0.1
f1137bd732bbd6002a981a1b4a4929908cecb1e35f73ed437981fd93a4600b9b,1133.3468785043312,10.0,1193.6617279584625,393.074462890625,P05_UNCORRELATED,25,0.1
d7209ea6140aa2519d8e33b18ec7370bb1458bea470127d13ab17d03fc93cc1f,116.10846413274392,10.0,343.66505823585425,12.999755859375,P05_UNCORRELATED,25,0.2
031e3a5b6ebd36b46b12e07347b4c850103ef706842a636e1538e5a5494dd623,260.2867799458042,10.0,492.7532387317912,97.517333984375,P05_UNCORRELATED,25,0.2
b6d756c4cc538e4e34b620a75676f0ac36129976c433f3e06a3d9e5ddfd79061,330.7185220868661,10.0,551.5717459048768,352.662109375,P05_UNCORRELATED,25,0.2
419f68e9213eb413f4119c89a08a7d68767462bc2fc76930e07249d8787f5ad7,508.0002450797488,10.0,787.3677319762292,150.029052734375,P05_UNCORRELATED,25,0.2
5cf0cd08ab010a322797016ca01db80d6c8c0f9d89dd496ef5b0e5bad768f92e,507.9358508990788,10.0,892.7085682719688,180.040283203125,P05_UNCORRELATED,25,0.2
def104442f6e849308cf23207980b83a0d78e1b91e07553d2b6cda4a7ca5913e,677.2632613258763,10.0,999.7146229684228,212.0361328125,P05_UNCORRELATED,25,0.2
0a2dcdf00882e5c3b82e3ab0d80f003186ce207171d82c0779636980b60aa7a3,858.9901041571254,10.0,1163.4636406335114,1091.146484375,P05_UNCORRELATED,25,0.2
a6c57404b7ebbedc4003ac2cfb3a960fee7f2a3f210072b362918461a9080b6a,997.9619811631276,10.0,1306.8127356782338,193.14697265625,P05_UNCORRELATED,25,0.2
71b9ed199c612ac0a9ad290943b7e539d46175fc74849608c5393b56faf69104,1064.6533536483,10.0,1238.1206499728598,345.57373046875,P05_UNCORRELATED,25,0.2
a3a35592dfe81993b11ff4d93952d6993a3d26ee384a9aca97377e9188544330,1133.3468785043312,10.0,1186.480186081376,322.087646484375,P05_UNCORRELATED,25,0.2
f3cc47b06c3a37b1c3122d6ff8740e197134a9bd1e0005708274ed5bf24e4aec,230.46228554236768,10.0,828.7630327267618,2039.003173828125,P05_UNCORRELATED,50,0.1
f365d37793eae7ecfa74303626b0e057dcfdd3c64f5fb8ddf1abab3f91296797,488.9862060562209,10.0,944.9145943034448,3904.66796875,P05_UNCORRELATED,50,0.1
f18e504b48fdbadfaba22b57fc59e26cfb9fd6fcc2556ecfc1f594bbac0bf6c4,673.2803881476872,10.0,1239.5428039294984,27464.125244140625,P05_UNCORRELATED,50,0.1
7ffa7206751e7139c19957f001e6963a1b209a9d9ff01a9d1f0f051767a5fb2d,1006.8072113503724,10.0,1724.4083478496984,71632.67504882812,P05_UNCORRELATED,50,0.1
6fa1008e1cc1aa6541f7db681dadde9517447fe1db41220aa4a108c5efc529ca,1119.6345765103188,10.0,1893.53847401866,42026.697265625,P05_UNCORRELATED,50,0.1
def892a0afa62dcd9d7b4a1bde69efca1c9a07f6667950d44c799d558f9fddad,1338.503155357442,10.0,1899.8774693358,33835.877197265625,P05_UNCORRELATED,50,0.1
d9cd2d5d1a7b9a1af60f7538154de1317dc341ab84bd1969846aa3ca9bcb18c3,1525.452019385088,10.0,2057.9913268437726,27599.21240234375,P05_UNCORRELATED,50,0.1
109d8ebafe8dc2cfa47240a148b69a8bcb23af3f2a7efa37f99ce7d5c97f0469,1785.3808284860645,10.0,2365.438260362584,53359.49365234375,P05_UNCORRELATED,50,0.1
0b0c5f314839d164f0815d243ab9af796cee37f462344b4a50039c0e9d0e23e5,2050.164544284524,10.0,2201.455173896158,38918.3759765625,P05_UNCORRELATED,50,0.1
d85f2d7dc4f595ee123230188dffbda13e94c4472aac9fd7934948918560a0f8,2281.227024915277,10.0,2662.358908971521,128848.33447265624,P05_UNCORRELATED,50,0.1
05040d9b1acea46156bf8a5d47d51caa36dacc99b8291682c2f2881b1b6d5792,230.46228554236768,10.0,844.399340204393,2456.0068359375,P05_UNCORRELATED,50,0.2
b34d0a6e631f086df556dae856e7f712f0ed405e4dc340db0dd61453b2f73e8c,488.9862060562209,10.0,912.7203836196388,4644.699951171875,P05_UNCORRELATED,50,0.2
c70b554afc94c9c989c29bd3f3dbf9308d730e7aee6dd40c3ae0d9ae71060af0,673.2803881476872,10.0,1208.8921477319557,31469.164794921875,P05_UNCORRELATED,50,0.2
2d53daad8f6c44173d3bb20a5c56f295f6f5fd11867eaadfc1582445a955e9b6,1006.8072113503724,10.0,1685.3163085342983,78229.6826171875,P05_UNCORRELATED,50,0.2
632a1895153a39cd75faea70d86235c459305cc1bdd7453e9aaa8fb8f6b7d5e7,1119.6345765103188,10.0,1857.2172598945656,43298.103271484375,P05_UNCORRELATED,50,0.2
a638a6766e65ce20f61909c980c673a59131a9c65ca269f7f9eb3414ed06adea,1338.503155357442,10.0,1866.3699804993228,36055.3935546875,P05_UNCORRELATED,50,0.2
c44e7f4b3cab1585343240ef2d70257c53e591700a5a5510b55dc937deab3db3,1525.452019385088,10.0,2034.8383009610436,28368.40966796875,P05_UNCORRELATED,50,0.2
f14d8c78c3e3cd3dff0238f1273a2b9796782b8538cfb60fa3499da7de6ea6d4,1785.3808284860645,10.0,2326.676876442348,54527.38671875,P05_UNCORRELATED,50,0.2
51c9a5371a357f0ff2693956c0b00ec98ee2d5d33923486afdaea82fad70019c,2050.164544284524,10.0,2178.566764547302,38394.513427734375,P05_UNCORRELATED,50,0.2
8568203d7fdeb0ae5e801f9d9cbffc5bcab74a04969653d20643f37281a0b559,2281.227024915277,10.0,2638.505408378911,130588.84545898438,P05_UNCORRELATED,50,0.2
fcdb14c2a962df907a5112ba4f4c70fa931f46ae45012750018b9337f78418fc,447.6870558288326,10.0,1815.1126345966557,50913.184814453125,P05_UNCORRELATED,100,0.1
c6a5aca5901333389cfd31cacef7ad7da75db3a690f514a6091e71eebf8dba46,1008.253974586664,10.0,1494.8372108018507,600144.2658691406,P05_UNCORRELATED,100,0.1
820f31ea2320188532c13d5433eab27952214cd777829ccca224b746c53e86d5,1276.6190229759368,10.0,1465.309916417921,600094.638671875,P05_UNCORRELATED,100,0.1
f3cdf914791e30b55b88265bfe96c63fd529a97d324a875936a535687ca9ec09,1849.9340389557412,10.0,1509.9192826527196,600086.0988769531,P05_UNCORRELATED,100,0.1
fbc5cf70daf91e26c7dc8b5ddfe4875032b055ea9f7a621be76071d5369e6866,2363.862328567923,10.0,2237.7517819787304,600143.7817382812,P05_UNCORRELATED,100,0.1
d79cfb1fda2687fa0ce9615e558904476b5b74055b0dc9471efa68b5f69cbbbc,2676.325102485332,10.0,1937.113754823492,600128.2473144531,P05_UNCORRELATED,100,0.1
6a9a4f3e643b3d119687c55ea09686c283c66cc2f28bdb27d54507d6f25b0d63,3437.617036735994,10.0,1957.1779613958245,600159.703125,P05_UNCORRELATED,100,0.1
50f3ffdcbaa8a9ed86357f51befa6f85e499dfd31c410403dbb74a6c668a393a,4006.977012186977,10.0,1891.435020841771,600158.4880371094,P05_UNCORRELATED,100,0.1
a2f12a9d6dabf9557dc1b2a91a7cc0983b70ad543cc34aaf8306f5b5e5c10a66,4175.238338910199,10.0,1917.7509323219288,600102.6696777344,P05_UNCORRELATED,100,0.1
dd20511b78a0ba8abe1337cf57e869ae0abad8b05abb6761d16bd16365d97eb4,4329.982020871435,10.0,2131.359326692471,600178.6889648438,P05_UNCORRELATED,100,0.1
c9e5aef0362fe4a4ed7cc0a13b3caa22ecad5b2cdea969a9ae604c4b58b650a1,447.6870558288326,10.0,1791.5497370373605,98229.66625976562,P05_UNCORRELATED,100,0.2
