instanceID, capacity, shortageCost, simulatedSolutionValue, simulationRuns, milpSolutionValue, milpOptimalityGap, piecewisePartitions, piecewiseSamples, milpMaxLinearizationError, simulatedLinearizationError,cplexSolutionTimeMs, simplexIterations, exploredNodes,instance,n_items,coeff_of_var
cd05356994028bbcfb3cd85077528a810a4421dea141977681235c2206fdf753,116.10846413274392,10.0,356.84499543424243,100000,356.9092300071721,0.0,100,0,0.001456391101759,-0.0180006932285775,4438.0,1442,82,P05_UNCORRELATED,25,0.1
f7217ac5ba7d75616b2bc37f0186f65ee3b27e21f8ce2f252b23012e8db311fa,260.2867799458042,10.0,506.7359858709608,100000,506.9411255978568,0.0,100,0,0.0018959581492927,-0.0404825654020503,1700.0,524,0,P05_UNCORRELATED,25,0.1
b04fa84a74ce1b7da7f7a33d3e669d54879e3117ced5594de7cff9c954d0da94,330.7185220868661,10.0,574.9530283370932,100000,575.2789871813058,0.0,100,0,0.0021635894695235,-0.0566931258985285,3009.0,449,0,P05_UNCORRELATED,25,0.1
dc386dba03117d503f35dd52d60831090f07a4c07cb7c4ccf223f5481f96368a,508.0002450797488,10.0,810.6751679494677,100000,810.8382180027197,0.0,100,0,0.001792598087016,-0.0201128713075634,3297.0,646,0,P05_UNCORRELATED,25,0.1
0e9c71196a05a749fedf6ec7ce931e2240658ec5e11af5378e8d3377d94f972c,507.9358508990788,10.0,911.0346425353432,100000,911.1049890428264,0.0,100,0,0.0016259731395689,-0.0077216062044841,2183.0,710,0,P05_UNCORRELATED,25,0.1
cf3241e529381952404c6a26a183fe909603e331b0ebad2bb8397f14cb3cda06,677.2632613258763,10.0,1023.8243789343018,100000,1024.1124749155558,0.0,100,0,0.001787555018099,-0.0281391991812051,2995.0,684,0,P05_UNCORRELATED,25,0.1
10e692be69e1e7b33f4b0aa9212b1943a286ad25ab1d6d104ca72c63268bca62,858.9901041571254,10.0,1197.6622546091887,100000,1198.22016929241,0.0,100,0,0.0019107761670487,-0.0465836408448326,2739.0,643,0,P05_UNCORRELATED,25,0.1
f98d7f949749554f8fdbb95e88b6e4729d0e78aa5785a4b18569cd333ff9ca6a,997.9619811631276,10.0,1328.4770868375706,100000,1328.586266792625,0.0,100,0,0.0018203141820481,-0.0082184296693173,2281.0,730,0,P05_UNCORRELATED,25,0.1
8be4d492666231ae10b052b7dd31b4d00bc7cd1046a31a8fe18322b7f65ca1e1,1064.6533536483,10.0,1258.2851148798711,100000,1259.3541777315431,0.0,100,0,0.002012154218206,-0.0849618928992956,1780.0,687,0,P05_UNCORRELATED,25,0.1
f1137bd732bbd6002a981a1b4a4929908cecb1e35f73ed437981fd93a4600b9b,1133.3468785043312,10.0,1193.3003445742945,100000,1193.676275165295,0.0,100,0,0.0022011818182816,-0.0315034343792642,1813.0,702,0,P05_UNCORRELATED,25,0.1
d7209ea6140aa2519d8e33b18ec7370bb1458bea470127d13ab17d03fc93cc1f,116.10846413274392,10.0,343.4435825415076,100000,343.6665025571612,0.0,100,0,0.0030264413512471,-0.0649073172379466,3628.0,1143,46,P05_UNCORRELATED,25,0.2
031e3a5b6ebd36b46b12e07347b4c850103ef706842a636e1538e5a5494dd623,260.2867799458042,10.0,492.5127892157074,100000,492.7532626270395,0.0,100,0,0.0038540174811367,-0.0488258206888391,2512.0,458,0,P05_UNCORRELATED,25,0.2
b6d756c4cc538e4e34b620a75676f0ac36129976c433f3e06a3d9e5ddfd79061,330.7185220868661,10.0,551.0612758361694,100000,551.5726874615043,0.0,100,0,0.0045065654664784,-0.0928048563308776,2809.0,249,0,P05_UNCORRELATED,25,0.2
419f68e9213eb413f4119c89a08a7d68767462bc2fc76930e07249d8787f5ad7,508.0002450797488,10.0,786.0515494329507,100000,787.3850035014508,0.0,100,0,0.0036975049531223,-0.1696395191208624,3132.0,938,0,P05_UNCORRELATED,25,0.2
5cf0cd08ab010a322797016ca01db80d6c8c0f9d89dd496ef5b0e5bad768f92e,507.9358508990788,10.0,891.5720114403091,100000,892.7092061803496,0.0,100,0,0.0033229347866095,-0.1275493987528172,3413.0,1617,40,P05_UNCORRELATED,25,0.2
def104442f6e849308cf23207980b83a0d78e1b91e07553d2b6cda4a7ca5913e,677.2632613258763,10.0,998.313959547824,100000,999.7198725134646,0.0,100,0,0.0035848713404806,-0.1408287395157006,2315.0,714,0,P05_UNCORRELATED,25,0.2
0a2dcdf00882e5c3b82e3ab0d80f003186ce207171d82c0779636980b60aa7a3,858.9901041571254,10.0,1161.8147458843964,100000,1163.472596795536,0.0,100,0,0.0039156540318074,-0.1426949448707149,4533.0,863,0,P05_UNCORRELATED,25,0.2
a6c57404b7ebbedc4003ac2cfb3a960fee7f2a3f210072b362918461a9080b6a,997.9619811631276,10.0,1303.7586032577665,100000,1306.820013014237,0.0,100,0,0.0037096522328359,-0.2348141556896224,2399.0,719,0,P05_UNCORRELATED,25,0.2
71b9ed199c612ac0a9ad290943b7e539d46175fc74849608c5393b56faf69104,1064.6533536483,10.0,1235.75183119151,100000,1238.1497448621567,0.0,100,0,0.0040640039834361,-0.194044921489986,2359.0,836,0,P05_UNCORRELATED,25,0.2
a3a35592dfe81993b11ff4d93952d6993a3d26ee384a9aca97377e9188544330,1133.3468785043312,10.0,1185.57037506581,100000,1186.506901378607,0.0,100,0,0.0042755282695952,-0.0789937343656236,1481.0,844,0,P05_UNCORRELATED,25,0.2
f3cc47b06c3a37b1c3122d6ff8740e197134a9bd1e0005708274ed5bf24e4aec,230.46228554236768,10.0,861.0643640726403,100000,861.3441542840912,0.0,100,0,0.0007558328477656777,-0.0324935304635797,2849.0,320,0,P05_UNCORRELATED,50,0.1
f365d37793eae7ecfa74303626b0e057dcfdd3c64f5fb8ddf1abab3f91296797,488.9862060562209,10.0,944.6154778556588,100000,944.9149902248344,0.0,100,0,0.0015011567601586,-0.031707332369312,2822.0,349,0,P05_UNCORRELATED,50,0.1
f18e504b48fdbadfaba22b57fc59e26cfb9fd6fcc2556ecfc1f594bbac0bf6c4,673.2803881476872,10.0,1238.636482443651,100000,1239.5454565471186,0.0,100,0,0.0014929658589159,-0.0733850581951554,2550.0,586,0,P05_UNCORRELATED,50,0.1
7ffa7206751e7139c19957f001e6963a1b209a9d9ff01a9d1f0f051767a5fb2d,1006.8072113503724,10.0,1722.965157486457,100000,1724.2629032593804,5.116579923206383e-05,100,0,0.0013069102660902,-0.0753204884779374,4757.0,5574,360,P05_UNCORRELATED,50,0.1
6fa1008e1cc1aa6541f7db681dadde9517447fe1db41220aa4a108c5efc529ca,1119.6345765103188,10.0,1892.061625928224,100000,1893.549219322004,0.0,100,0,0.0012497217795865,-0.0786228827536135,4973.0,2901,294,P05_UNCORRELATED,50,0.1
def892a0afa62dcd9d7b4a1bde69efca1c9a07f6667950d44c799d558f9fddad,1338.503155357442,10.0,1898.3886306767824,100000,1899.8916781635685,0.0,100,0,0.0014022666129634,-0.0791749098418259,2411.0,474,0,P05_UNCORRELATED,50,0.1
d9cd2d5d1a7b9a1af60f7538154de1317dc341ab84bd1969846aa3ca9bcb18c3,1525.452019385088,10.0,2057.0403291516614,100000,2057.9990975055907,0.0,100,0,0.001447406325043,-0.0466091179809185,3607.0,550,0,P05_UNCORRELATED,50,0.1
109d8ebafe8dc2cfa47240a148b69a8bcb23af3f2a7efa37f99ce7d5c97f0469,1785.3808284860645,10.0,2363.0535387765904,100000,2365.441518216961,0.0,100,0,0.0013422659241274,-0.1010548174717579,4358.0,926,0,P05_UNCORRELATED,50,0.1
0b0c5f314839d164f0815d243ab9af796cee37f462344b4a50039c0e9d0e23e5,2050.164544284524,10.0,2200.9809559369837,100000,2201.4552077906624,0.0,100,0,0.0016297279560805,-0.0215472947369148,4559.0,1014,0,P05_UNCORRELATED,50,0.1
d85f2d7dc4f595ee123230188dffbda13e94c4472aac9fd7934948918560a0f8,2281.227024915277,10.0,2661.935403295022,100000,2662.3621972754345,0.0,100,0,0.0014041846258807,-0.0160332207868133,2335.0,817,0,P05_UNCORRELATED,50,0.1
05040d9b1acea46156bf8a5d47d51caa36dacc99b8291682c2f2881b1b6d5792,230.46228554236768,10.0,844.4713609453913,100000,845.296677107847,0.0,100,0,0.0014982580570692,-0.0977316935333065,4839.0,515,0,P05_UNCORRELATED,50,0.2
b34d0a6e631f086df556dae856e7f712f0ed405e4dc340db0dd61453b2f73e8c,488.9862060562209,10.0,911.208615958765,100000,912.7226186911282,0.0,100,0,0.0031123847006272,-0.1661532502927669,3439.0,566,0,P05_UNCORRELATED,50,0.2
c70b554afc94c9c989c29bd3f3dbf9308d730e7aee6dd40c3ae0d9ae71060af0,673.2803881476872,10.0,1206.7224220108474,100000,1208.8922465481046,0.0,100,0,0.002845551281615,-0.1798114046510791,2423.0,420,0,P05_UNCORRELATED,50,0.2
2d53daad8f6c44173d3bb20a5c56f295f6f5fd11867eaadfc1582445a955e9b6,1006.8072113503724,10.0,1683.1706784151563,100000,1685.3237739461556,0.0,100,0,0.002617546499295,-0.127919025599137,4722.0,734,0,P05_UNCORRELATED,50,0.2
632a1895153a39cd75faea70d86235c459305cc1bdd7453e9aaa8fb8f6b7d5e7,1119.6345765103188,10.0,1854.8384612843188,100000,1857.218591932336,0.0,100,0,0.0024536544163569,-0.1283201042946466,5045.0,738,0,P05_UNCORRELATED,50,0.2
a638a6766e65ce20f61909c980c673a59131a9c65ca269f7f9eb3414ed06adea,1338.503155357442,10.0,1865.2570214849688,100000,1866.4054353045508,0.0,100,0,0.0027735621243058,-0.0615686635329039,4121.0,806,0,P05_UNCORRELATED,50,0.2
c44e7f4b3cab1585343240ef2d70257c53e591700a5a5510b55dc937deab3db3,1525.452019385088,10.0,2032.0688858987487,100000,2034.8913144336727,0.0,100,0,0.0029030979568138,-0.138894333480047,3044.0,643,0,P05_UNCORRELATED,50,0.2
f14d8c78c3e3cd3dff0238f1273a2b9796782b8538cfb60fa3499da7de6ea6d4,1785.3808284860645,10.0,2322.8073057660827,100000,2326.689115862884,0.0,100,0,0.0026933820026073,-0.1671171813161127,3647.0,573,0,P05_UNCORRELATED,50,0.2
