instanceID, capacity, shortageCost, simulatedSolutionValue, simulationRuns, milpSolutionValue, milpOptimalityGap, cuts, milpMaxLinearizationError, simulatedLinearizationError,cplexSolutionTimeMs, simplexIterations, exploredNodes,instance,n_items,coeff_of_var
a669f0be822fad5af039315f96ec1bf1c4e358fb26276e90ab861ed2c9a3ece9,1119.6345765103188,10.0,1857.1144026864677,100000,1857.2172598945651,0.0,2,0.0,-0.0055385499110414,707.0,1215,263,P05_UNCORRELATED,50,0.2
c61237eb10913d862918c977d5edd13a83a137be644ceaf32da060077ea98b5c,1338.503155357442,10.0,1866.3594961882168,100000,1866.3699804993223,9.736727422626522e-05,3,0.0,-0.000561751962949346,578.0,524,96,P05_UNCORRELATED,50,0.2
7c49eb56729e8f281fcba23f8a6daecb05a625c8dd0c7b2aed803c853837100b,1525.452019385088,10.0,2034.449197086828,100000,2034.814525522084,3.049312422646813e-05,1,0.0,-0.017957117620788,674.0,867,185,P05_UNCORRELATED,50,0.2
c3f0d4b525b802652937a5f1685132b6926ff298fde5b7335d8d679aa25d4804,1785.3808284860645,10.0,2326.514042466048,100000,2326.658347468146,7.456173729078631e-06,1,0.0,-0.006202627599232,421.0,198,40,P05_UNCORRELATED,50,0.2
e2db9dfe4f7909ec0030723dcbd8bceb4e1b66265eaf04611c9f653d48016ce1,2050.164544284524,10.0,2178.5843456420284,100000,2178.5667645473022,0.0,1,0.0,0.000806996284600107,275.0,182,39,P05_UNCORRELATED,50,0.2
a16f6444e01e7343dbc00bf7990e04fcde811544d95e2d48b3359555ba3c81ad,2281.227024915277,10.0,2638.4908779110788,100000,2638.505408378911,1.5520881554086406e-05,1,0.0,-0.0005507113158442118,491.0,525,145,P05_UNCORRELATED,50,0.2
ff3d39ae43c23106696efe846c19ca37edbde9a7b4e7a7cd17a807c0aefa5143,447.6870558288326,10.0,1815.076638035081,100000,1815.1002561296,4.12449222876906e-05,3,0.0,-0.0013012174816096,4553.0,437,105,P05_UNCORRELATED,100,0.1
78c491ea8b629cd0ebb5e50001b3ac60a46459dfce4a8007b0b5910df60a16f3,1008.253974586664,10.0,2168.605173830962,100000,2168.327669323221,7.826074732782603e-05,1,0.0,0.0127964514283061,4656.0,718,199,P05_UNCORRELATED,100,0.1
41217195b8d08c442de6769e4df9d6a78bf2671d6b5c61793c69e739ddb9904f,1276.6190229759368,10.0,2910.1305686708192,100000,2910.2811972753043,6.333708034868751e-05,2,0.0,-0.0051760084618424,3671.0,279,69,P05_UNCORRELATED,100,0.1
eba3c393395e6cdcdb2f566c2cd2154b2814bbf815b7697a7726e2d22d209167,1849.9340389557412,10.0,3123.393125139429,100000,3123.3051716414275,3.068486677585883e-06,1,0.0,0.0028159599024977,4104.0,807,196,P05_UNCORRELATED,100,0.1
d8d6eb250460bfdd0ffac2fa40b90375d46b1866ee48d6c79aca194cd88206c6,2363.862328567923,10.0,3751.4603156669486,100000,3751.545540218039,7.447809591191457e-05,2,0.0,-0.0022717700287041,3175.0,352,97,P05_UNCORRELATED,100,0.1
1417f47130d9c74d21de2bc2e357d54f7e5a9e68490accedfa8379955142e11c,2676.325102485332,10.0,4408.649215142935,100000,4408.471868061193,3.70464275816015e-05,1,0.0,0.0040227079335869,2329.0,117,18,P05_UNCORRELATED,100,0.1
c25ccdb04ea0c51b562a930bc9be23e2e3d5e56646124964216a2cf211f950ad,3437.617036735994,10.0,4567.378867416319,100000,4567.262256718484,9.769021910123456e-05,0,0.0,0.0025531207552389,1335.0,78,15,P05_UNCORRELATED,100,0.1
93653f058f076076e920d6f595972fdf2763add71b79cbb3a20f97335173fdea,4006.977012186977,10.0,4495.961223529182,100000,4495.841863430909,2.0056501430724296e-06,1,0.0,0.002654829353237,1657.0,78,14,P05_UNCORRELATED,100,0.1
2febf9d93436a95da862a1c610d7058b524c4767fab2a61efad20289923381bd,4175.238338910199,10.0,4261.148626555108,100000,4261.173428519481,0.0,2,0.0,-0.0005820487982444237,3832.0,920,465,P05_UNCORRELATED,100,0.1
28f4dcebc128ae1bbefcbc6d5731db91816f54d20e99920f4cf62e7a6d2225d1,4329.982020871435,10.0,5222.895510287261,100000,5222.934921107166,1.650079223366213e-05,0,0.0,-0.0007545779889262025,3370.0,118,18,P05_UNCORRELATED,100,0.1
ee4e036753a237126a7614c9cea1424ee76d25fd52e07af900a1a39a3dbe8686,447.6870558288326,10.0,1791.432711240788,100000,1791.5061667763848,7.74447815319733e-06,0,0.0,-0.0041003792738591,2503.0,307,68,P05_UNCORRELATED,100,0.2
17b55fa1f493769b66c1eca0bfa1e3f0c263893089748e6f3c40bde6e514d7aa,1008.253974586664,10.0,2129.4469247691727,100000,2129.088940742985,3.5736878985380146e-05,3,0.0,0.0168111269655878,6005.0,1499,234,P05_UNCORRELATED,100,0.2
2a07548af81c38e520195890ecec29632ee0f0cd0f6c444b2c5e353073e40ec8,1276.6190229759368,10.0,2868.8611148069003,100000,2868.9097802155748,3.177490551661417e-05,4,0.0,-0.0016963319842584,7077.0,428,74,P05_UNCORRELATED,100,0.2
16d8777450ae1d9ed46c3dad62ae7b6675a43aaabf794c745eb8ea3a6357f233,1849.9340389557412,10.0,3070.211030028754,100000,3070.1812479460696,1.4916550758066844e-05,2,0.0,0.000970033733616888,5337.0,868,250,P05_UNCORRELATED,100,0.2
72151aa24361ee3b620e94a653a6ecf135827096c0ed6dfee8635cd03fe8705b,2363.862328567923,10.0,3702.957086829693,100000,3702.924580915757,5.101428351782212e-05,1,0.0,0.0008778366363578995,2848.0,212,65,P05_UNCORRELATED,100,0.2
ce9e5befe4e50a4b84e331ebef58ec4c2edb0b0f2a2a13c8de18a14064fa7dd3,2676.325102485332,10.0,4350.426279712895,100000,4349.559871812302,1.7082198856003912e-05,1,0.0,0.0199154713788227,2877.0,179,44,P05_UNCORRELATED,100,0.2
5471bb304ee317e726f6701d7c78c58a49f64db1c0351a5975b00b87afb086cb,3437.617036735994,10.0,4515.480891440006,100000,4515.379872299644,3.570982489302814e-05,1,0.0,0.0022371734659414,1340.0,85,14,P05_UNCORRELATED,100,0.2
4004a943385a7f540d3b414a6e0c13701f537b1d8e64f5775585c0d048b1cbcd,4006.977012186977,10.0,4453.357459023208,100000,4453.184775162152,5.071171681858082e-05,1,0.0,0.0038776106038092,2441.0,291,65,P05_UNCORRELATED,100,0.2
