instanceID, capacity, shortageCost, simulatedSolutionValue, simulationRuns, milpSolutionValue, milpOptimalityGap, piecewisePartitions, piecewiseSamples, milpMaxLinearizationError, simulatedLinearizationError,cplexSolutionTimeMs, simplexIterations, exploredNodes,instance,n_items,coeff_of_var
cd05356994028bbcfb3cd85077528a810a4421dea141977681235c2206fdf753,116.10846413274392,10.0,356.84499543424243,100000,356.9072393382468,0.0,25,0,0.0143279989633707,-0.0174428406733421,1685.0,381,0,P05_UNCORRELATED,25,0.1
f7217ac5ba7d75616b2bc37f0186f65ee3b27e21f8ce2f252b23012e8db311fa,260.2867799458042,10.0,506.7359858709608,100000,506.94711175276126,0.0,25,0,0.018652466610685,-0.0416638817228619,1780.0,298,0,P05_UNCORRELATED,25,0.1
b04fa84a74ce1b7da7f7a33d3e669d54879e3117ced5594de7cff9c954d0da94,330.7185220868661,10.0,574.9530283370932,100000,575.3563083399756,0.0,25,0,0.0212854278215857,-0.0701413825141154,2654.0,587,0,P05_UNCORRELATED,25,0.1
dc386dba03117d503f35dd52d60831090f07a4c07cb7c4ccf223f5481f96368a,508.0002450797488,10.0,810.6751679494677,100000,810.8464407104545,0.0,25,0,0.0176356086641035,-0.021127174947285,2105.0,312,0,P05_UNCORRELATED,25,0.1
0e9c71196a05a749fedf6ec7ce931e2240658ec5e11af5378e8d3377d94f972c,507.9358508990788,10.0,911.0346425353432,100000,911.1217881236,0.0,25,0,0.0159963497648903,-0.009565562514074,2969.0,4282,268,P05_UNCORRELATED,25,0.1
cf3241e529381952404c6a26a183fe909603e331b0ebad2bb8397f14cb3cda06,677.2632613258763,10.0,1023.8243789343018,100000,1024.1546740549477,0.0,25,0,0.0175859948714028,-0.0322609157822071,3002.0,238,0,P05_UNCORRELATED,25,0.1
10e692be69e1e7b33f4b0aa9212b1943a286ad25ab1d6d104ca72c63268bca62,858.9901041571254,10.0,1197.6622546091887,100000,1198.3385877114326,0.0,25,0,0.0187982465064774,-0.0564711044070276,2628.0,594,0,P05_UNCORRELATED,25,0.1
f98d7f949749554f8fdbb95e88b6e4729d0e78aa5785a4b18569cd333ff9ca6a,997.9619811631276,10.0,1328.4770868375706,100000,1328.6840396936752,0.0,25,0,0.0179082800505254,-0.0155782029027903,2157.0,832,0,P05_UNCORRELATED,25,0.1
8be4d492666231ae10b052b7dd31b4d00bc7cd1046a31a8fe18322b7f65ca1e1,1064.6533536483,10.0,1258.2851148798711,100000,1259.3713324940072,0.0,25,0,0.0197956053959513,-0.0863252375229603,2534.0,790,0,P05_UNCORRELATED,25,0.1
f1137bd732bbd6002a981a1b4a4929908cecb1e35f73ed437981fd93a4600b9b,1133.3468785043312,10.0,1193.3003445742945,100000,1193.7669314012032,0.0,25,0,0.0216552619501974,-0.0391005356723648,1913.0,780,0,P05_UNCORRELATED,25,0.1
d7209ea6140aa2519d8e33b18ec7370bb1458bea470127d13ab17d03fc93cc1f,116.10846413274392,10.0,343.4435825415076,100000,343.68648620422874,0.0,25,0,0.0297741784408018,-0.0707259285276533,2273.0,306,0,P05_UNCORRELATED,25,0.2
031e3a5b6ebd36b46b12e07347b4c850103ef706842a636e1538e5a5494dd623,260.2867799458042,10.0,492.5127892157074,100000,492.7656821070435,0.0,25,0,0.0379158856490143,-0.0513474770348232,2384.0,491,0,P05_UNCORRELATED,25,0.2
b6d756c4cc538e4e34b620a75676f0ac36129976c433f3e06a3d9e5ddfd79061,330.7185220868661,10.0,551.0612758361694,100000,551.6657468024216,0.0,25,0,0.044335663170473,-0.1096921509019034,2576.0,397,0,P05_UNCORRELATED,25,0.2
419f68e9213eb413f4119c89a08a7d68767462bc2fc76930e07249d8787f5ad7,508.0002450797488,10.0,786.0515494329507,100000,787.370142864456,0.0,25,0,0.0363761128939926,-0.1677489768268537,2364.0,808,0,P05_UNCORRELATED,25,0.2
5cf0cd08ab010a322797016ca01db80d6c8c0f9d89dd496ef5b0e5bad768f92e,507.9358508990788,10.0,891.5720114403091,100000,892.741020114128,0.0,25,0,0.0326910856022011,-0.1311176953536701,2649.0,206,0,P05_UNCORRELATED,25,0.2
def104442f6e849308cf23207980b83a0d78e1b91e07553d2b6cda4a7ca5913e,677.2632613258763,10.0,998.313959547824,100000,999.7247658654068,0.0,25,0,0.0352680216105305,-0.1413189011422397,2723.0,916,59,P05_UNCORRELATED,25,0.2
0a2dcdf00882e5c3b82e3ab0d80f003186ce207171d82c0779636980b60aa7a3,858.9901041571254,10.0,1161.8147458843964,100000,1163.6741849280245,0.0,25,0,0.0385222670207829,-0.1600460874003112,2855.0,580,0,P05_UNCORRELATED,25,0.2
a6c57404b7ebbedc4003ac2cfb3a960fee7f2a3f210072b362918461a9080b6a,997.9619811631276,10.0,1303.7586032577665,100000,1307.0629780644426,0.0,25,0,0.036495618026188,-0.2534498946675669,1809.0,857,0,P05_UNCORRELATED,25,0.2
71b9ed199c612ac0a9ad290943b7e539d46175fc74849608c5393b56faf69104,1064.6533536483,10.0,1235.75183119151,100000,1238.2881641155748,0.0,25,0,0.0399817362187095,-0.2052461392364825,2767.0,800,6,P05_UNCORRELATED,25,0.2
a3a35592dfe81993b11ff4d93952d6993a3d26ee384a9aca97377e9188544330,1133.3468785043312,10.0,1185.57037506581,100000,1186.4827610525836,0.0,25,0,0.0420627155306232,-0.0769575561233973,1542.0,701,0,P05_UNCORRELATED,25,0.2
f3cc47b06c3a37b1c3122d6ff8740e197134a9bd1e0005708274ed5bf24e4aec,230.46228554236768,10.0,861.0643640726403,100000,861.3449930182513,0.0,25,0,0.0074358956506859,-0.0325909371378168,2803.0,330,0,P05_UNCORRELATED,50,0.1
f365d37793eae7ecfa74303626b0e057dcfdd3c64f5fb8ddf1abab3f91296797,488.9862060562209,10.0,944.6154778556588,100000,944.9657287056766,0.0,25,0,0.0147684042270179,-0.03707866938757,3525.0,2550,243,P05_UNCORRELATED,50,0.1
f18e504b48fdbadfaba22b57fc59e26cfb9fd6fcc2556ecfc1f594bbac0bf6c4,673.2803881476872,10.0,1238.636482443651,100000,1239.6018613701854,0.0,25,0,0.014687822009526,-0.0779388416389819,2613.0,851,0,P05_UNCORRELATED,50,0.1
7ffa7206751e7139c19957f001e6963a1b209a9d9ff01a9d1f0f051767a5fb2d,1006.8072113503724,10.0,1722.965157486457,100000,1724.4120421196792,0.0,25,0,0.0128125928247877,-0.0839764302217817,4030.0,2238,185,P05_UNCORRELATED,50,0.1
6fa1008e1cc1aa6541f7db681dadde9517447fe1db41220aa4a108c5efc529ca,1119.6345765103188,10.0,1892.061625928224,100000,1893.5387849596384,0.0,25,0,0.0122947828648434,-0.0780714016484401,4152.0,3286,285,P05_UNCORRELATED,50,0.1
def892a0afa62dcd9d7b4a1bde69efca1c9a07f6667950d44c799d558f9fddad,1338.503155357442,10.0,1898.3886306767824,100000,1899.8775380732268,0.0,25,0,0.0137955213765329,-0.0784300628640799,3375.0,1916,128,P05_UNCORRELATED,50,0.1
d9cd2d5d1a7b9a1af60f7538154de1317dc341ab84bd1969846aa3ca9bcb18c3,1525.452019385088,10.0,2057.0403291516614,100000,2058.025321610231,0.0,25,0,0.0142396065862697,-0.0478839643837157,3040.0,521,0,P05_UNCORRELATED,50,0.1
109d8ebafe8dc2cfa47240a148b69a8bcb23af3f2a7efa37f99ce7d5c97f0469,1785.3808284860645,10.0,2363.0535387765904,100000,2365.617287818314,0.0,25,0,0.0132052336396706,-0.1084930578022686,3774.0,432,49,P05_UNCORRELATED,50,0.1
0b0c5f314839d164f0815d243ab9af796cee37f462344b4a50039c0e9d0e23e5,2050.164544284524,10.0,2200.9809559369837,100000,2201.455705492649,0.0,25,0,0.0160332897098138,-0.0215699074717191,3737.0,295,0,P05_UNCORRELATED,50,0.1
d85f2d7dc4f595ee123230188dffbda13e94c4472aac9fd7934948918560a0f8,2281.227024915277,10.0,2661.935403295022,100000,2662.4859651384645,0.0,25,0,0.0138143908183038,-0.0206827649822442,2302.0,605,0,P05_UNCORRELATED,50,0.1
05040d9b1acea46156bf8a5d47d51caa36dacc99b8291682c2f2881b1b6d5792,230.46228554236768,10.0,844.4713609453913,100000,845.3421289529397,0.0,25,0,0.0147398867396408,-0.1031139773139871,3193.0,993,0,P05_UNCORRELATED,50,0.2
b34d0a6e631f086df556dae856e7f712f0ed405e4dc340db0dd61453b2f73e8c,488.9862060562209,10.0,911.208615958765,100000,912.7815500023378,0.0,25,0,0.0306196904872154,-0.1726206289124867,2999.0,466,0,P05_UNCORRELATED,50,0.2
c70b554afc94c9c989c29bd3f3dbf9308d730e7aee6dd40c3ae0d9ae71060af0,673.2803881476872,10.0,1206.7224220108474,100000,1208.9367126400589,0.0,25,0,0.0279945790412711,-0.1834962696327204,3043.0,786,0,P05_UNCORRELATED,50,0.2
2d53daad8f6c44173d3bb20a5c56f295f6f5fd11867eaadfc1582445a955e9b6,1006.8072113503724,10.0,1683.1706784151563,100000,1685.719972624033,0.0,25,0,0.025751464344416,-0.1514578551996216,3231.0,892,0,P05_UNCORRELATED,50,0.2
632a1895153a39cd75faea70d86235c459305cc1bdd7453e9aaa8fb8f6b7d5e7,1119.6345765103188,10.0,1854.8384612843188,100000,1857.443446937504,0.0,25,0,0.0241390914099717,-0.1404427235879971,2651.0,655,0,P05_UNCORRELATED,50,0.2
a638a6766e65ce20f61909c980c673a59131a9c65ca269f7f9eb3414ed06adea,1338.503155357442,10.0,1865.2570214849688,100000,1866.5592379960465,0.0,25,0,0.0272863485597376,-0.0698143202828253,5750.0,1175,102,P05_UNCORRELATED,50,0.2
