instanceID,capacity,shortageCost,HEURoptimalKnapsack,HEURsolutionValue,HEURsolutionTimeMs,instance,n_items,coeff_of_var
05040d9b1acea46156bf8a5d47d51caa36dacc99b8291682c2f2881b1b6d5792,230.46228554236768,10.0,[0.	0.	1.	0.	1.	1.	1.	1.	0.	0.	0.	1.	0.	0.	1.	1.	1.	0.	0.	0.	1.	0.	0.	0.	1.	0.	1.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	0.	0.	1.	1.	0.	0.	0.	0.],845.2932036004876,16182.879150390623,P05_UNCORRELATED,50,0.2
b34d0a6e631f086df556dae856e7f712f0ed405e4dc340db0dd61453b2f73e8c,488.9862060562209,10.0,[1.	1.	0.	0.	0.	0.	1.	1.	1.	0.	0.	1.	1.	1.	0.	0.	0.	0.	1.	1.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	0.	0.	1.	0.	0.	0.	0.	0.	1.	0.	0.	0.	0.	0.	1.],912.7203836196388,12517.066162109377,P05_UNCORRELATED,50,0.2
c70b554afc94c9c989c29bd3f3dbf9308d730e7aee6dd40c3ae0d9ae71060af0,673.2803881476872,10.0,[0.	1.	0.	0.	1.	1.	1.	0.	0.	1.	0.	0.	1.	1.	1.	0.	0.	0.	1.	0.	0.	0.	0.	1.	0.	0.	0.	1.	0.	1.	0.	0.	0.	0.	1.	0.	1.	0.	0.	1.	0.	1.	0.	0.	0.	0.	1.	0.	0.	1.],1208.8921477319557,12385.239501953123,P05_UNCORRELATED,50,0.2
2d53daad8f6c44173d3bb20a5c56f295f6f5fd11867eaadfc1582445a955e9b6,1006.8072113503724,10.0,[1.	0.	1.	1.	1.	1.	0.	1.	0.	0.	1.	1.	0.	1.	0.	1.	0.	1.	0.	1.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	1.	1.	0.	1.	1.	0.	1.	0.	0.	1.	1.	0.	0.	1.	0.	1.	1.	0.	0.	1.],1685.3163085342983,14613.772216796877,P05_UNCORRELATED,50,0.2
632a1895153a39cd75faea70d86235c459305cc1bdd7453e9aaa8fb8f6b7d5e7,1119.6345765103188,10.0,[1.	1.	1.	1.	1.	0.	1.	0.	0.	1.	0.	1.	1.	1.	0.	1.	0.	1.	0.	0.	1.	1.	1.	1.	0.	1.	1.	1.	0.	0.	1.	1.	1.	0.	0.	0.	0.	0.	1.	0.	1.	1.	1.	1.	0.	1.	0.	1.	1.	0.],1855.9152506647663,14315.389892578123,P05_UNCORRELATED,50,0.2
a638a6766e65ce20f61909c980c673a59131a9c65ca269f7f9eb3414ed06adea,1338.503155357442,10.0,[1.	0.	0.	0.	1.	0.	1.	1.	1.	1.	1.	0.	1.	1.	0.	1.	1.	1.	0.	1.	0.	1.	1.	1.	1.	0.	1.	1.	0.	1.	1.	1.	1.	1.	0.	1.	1.	0.	0.	1.	0.	1.	1.	1.	0.	0.	0.	1.	0.	1.],1866.3699804993223,13186.637451171877,P05_UNCORRELATED,50,0.2
c44e7f4b3cab1585343240ef2d70257c53e591700a5a5510b55dc937deab3db3,1525.452019385088,10.0,[0.	1.	1.	1.	1.	1.	1.	0.	0.	1.	1.	1.	0.	1.	1.	0.	1.	1.	1.	1.	1.	1.	1.	0.	0.	1.	1.	1.	1.	1.	1.	0.	1.	1.	1.	0.	0.	1.	1.	0.	1.	0.	1.	0.	1.	1.	1.	0.	1.	0.],2034.8383009610436,13014.51220703125,P05_UNCORRELATED,50,0.2
f14d8c78c3e3cd3dff0238f1273a2b9796782b8538cfb60fa3499da7de6ea6d4,1785.3808284860645,10.0,[0.	1.	0.	1.	1.	1.	0.	1.	1.	1.	1.	1.	0.	1.	1.	1.	1.	1.	1.	1.	1.	0.	1.	0.	1.	1.	1.	1.	1.	0.	1.	0.	0.	1.	1.	1.	1.	1.	1.	0.	0.	0.	0.	1.	1.	1.	1.	0.	1.	1.],2325.661502655736,14269.052001953123,P05_UNCORRELATED,50,0.2
51c9a5371a357f0ff2693956c0b00ec98ee2d5d33923486afdaea82fad70019c,2050.164544284524,10.0,[1.	1.	1.	1.	1.	1.	1.	1.	0.	1.	1.	0.	1.	0.	1.	1.	1.	1.	1.	1.	1.	1.	0.	1.	1.	1.	1.	1.	0.	1.	1.	1.	1.	1.	1.	0.	1.	1.	1.	1.	0.	1.	1.	1.	0.	1.	1.	1.	1.	1.],2178.5667645473022,15180.70947265625,P05_UNCORRELATED,50,0.2
8568203d7fdeb0ae5e801f9d9cbffc5bcab74a04969653d20643f37281a0b559,2281.227024915277,10.0,[1.	1.	1.	1.	1.	1.	1.	1.	1.	0.	0.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	0.	1.	1.	1.	1.	1.	0.	1.	1.	1.	1.	1.	1.	0.	1.	1.],2638.505408378911,14597.902099609377,P05_UNCORRELATED,50,0.2
fcdb14c2a962df907a5112ba4f4c70fa931f46ae45012750018b9337f78418fc,447.6870558288326,10.0,[0.	0.	1.	0.	1.	0.	1.	0.	0.	0.	0.	0.	0.	0.	1.	1.	0.	1.	0.	0.	1.	1.	0.	0.	1.	0.	0.	1.	1.	0.	1.	0.	0.	0.	1.	0.	1.	0.	0.	0.	0.	1.	0.	0.	0.	1.	0.	1.	0.	0.	0.	1.	0.	0.	0.	0.	0.	0.	1.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	0.	0.	0.	1.],1814.245967348716,62903.209228515625,P05_UNCORRELATED,100,0.1
c6a5aca5901333389cfd31cacef7ad7da75db3a690f514a6091e71eebf8dba46,1008.253974586664,10.0,[0.	0.	1.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	1.	1.	0.	1.	0.	0.	1.	1.	0.	0.	0.	0.	1.	1.	1.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	1.	1.	1.	1.	0.	1.	0.	0.	0.	0.	1.	0.	0.	1.	1.	0.	1.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	1.	0.	0.	1.	1.	0.	0.	0.	0.	0.	1.	0.	0.	0.	1.	0.	1.	1.	1.	0.	1.	0.	0.	0.	1.	0.	1.	0.	0.	0.	1.	0.	0.	0.],2166.060458403112,98053.0439453125,P05_UNCORRELATED,100,0.1
820f31ea2320188532c13d5433eab27952214cd777829ccca224b746c53e86d5,1276.6190229759368,10.0,[0.	1.	1.	1.	0.	1.	0.	0.	1.	1.	0.	1.	1.	0.	1.	1.	0.	0.	0.	1.	0.	0.	0.	0.	0.	1.	1.	0.	1.	0.	0.	0.	1.	0.	1.	0.	1.	0.	1.	0.	1.	0.	0.	1.	1.	1.	1.	1.	0.	0.	0.	1.	0.	1.	0.	1.	0.	1.	1.	0.	1.	0.	1.	1.	0.	1.	1.	0.	0.	1.	0.	0.	1.	1.	0.	0.	0.	0.	1.	1.	1.	0.	1.	1.	0.	1.	1.	0.	0.	1.	0.	1.	0.	0.	0.	1.	0.	0.	0.	1.],2905.614915390445,118231.06030273438,P05_UNCORRELATED,100,0.1
f3cdf914791e30b55b88265bfe96c63fd529a97d324a875936a535687ca9ec09,1849.9340389557412,10.0,[0.	1.	1.	0.	1.	0.	1.	1.	0.	0.	1.	0.	1.	1.	0.	0.	1.	0.	0.	0.	1.	0.	0.	0.	0.	1.	0.	0.	1.	1.	0.	1.	1.	0.	1.	0.	0.	0.	1.	1.	1.	0.	1.	0.	0.	1.	1.	1.	0.	0.	1.	0.	1.	0.	0.	0.	0.	1.	1.	1.	1.	0.	1.	0.	0.	0.	0.	1.	1.	1.	0.	0.	0.	1.	1.	0.	1.	1.	1.	0.	1.	1.	0.	1.	0.	0.	1.	0.	1.	1.	0.	0.	0.	1.	0.	1.	1.	1.	0.	1.],3123.3389735228925,113528.5185546875,P05_UNCORRELATED,100,0.1
fbc5cf70daf91e26c7dc8b5ddfe4875032b055ea9f7a621be76071d5369e6866,2363.862328567923,10.0,[0.	0.	1.	1.	1.	1.	0.	0.	0.	1.	1.	1.	1.	0.	1.	1.	1.	0.	1.	1.	1.	0.	0.	1.	1.	0.	0.	1.	0.	0.	1.	0.	0.	1.	1.	0.	1.	0.	0.	1.	0.	1.	0.	0.	0.	0.	0.	1.	1.	0.	0.	1.	1.	1.	0.	1.	1.	0.	1.	0.	1.	1.	0.	0.	1.	1.	1.	0.	1.	1.	0.	1.	1.	1.	1.	0.	1.	0.	1.	1.	1.	1.	0.	0.	1.	1.	1.	0.	1.	0.	1.	1.	1.	1.	1.	1.	1.	0.	1.	1.],3751.437098653839,112248.85083007812,P05_UNCORRELATED,100,0.1
d79cfb1fda2687fa0ce9615e558904476b5b74055b0dc9471efa68b5f69cbbbc,2676.325102485332,10.0,[0.	1.	0.	1.	1.	1.	0.	1.	0.	1.	1.	1.	1.	1.	0.	1.	0.	1.	1.	0.	1.	1.	0.	0.	0.	1.	1.	1.	1.	1.	0.	1.	1.	1.	0.	1.	1.	0.	0.	1.	0.	1.	1.	1.	0.	0.	1.	1.	1.	1.	1.	1.	0.	0.	1.	1.	1.	1.	1.	1.	0.	1.	0.	0.	1.	1.	1.	1.	1.	0.	0.	0.	1.	0.	1.	1.	1.	0.	1.	1.	1.	1.	1.	1.	0.	0.	1.	1.	1.	1.	1.	0.	1.	1.	1.	0.	0.	1.	0.	1.],4408.471868061195,112803.37963867188,P05_UNCORRELATED,100,0.1
6a9a4f3e643b3d119687c55ea09686c283c66cc2f28bdb27d54507d6f25b0d63,3437.617036735994,10.0,[1.	0.	1.	1.	1.	0.	1.	1.	1.	0.	1.	1.	0.	0.	1.	1.	1.	1.	1.	0.	1.	0.	1.	1.	1.	1.	1.	1.	0.	1.	0.	1.	1.	1.	0.	0.	1.	0.	0.	1.	1.	1.	1.	0.	1.	0.	0.	1.	0.	0.	1.	1.	0.	1.	1.	0.	1.	1.	1.	0.	0.	1.	1.	0.	0.	1.	1.	1.	0.	1.	0.	1.	1.	1.	1.	1.	1.	0.	0.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	0.	1.	1.	1.	0.	1.	1.	1.],4567.272910234626,101879.09399414062,P05_UNCORRELATED,100,0.1
50f3ffdcbaa8a9ed86357f51befa6f85e499dfd31c410403dbb74a6c668a393a,4006.977012186977,10.0,[1.	1.	0.	1.	1.	0.	0.	1.	1.	1.	0.	0.	1.	1.	0.	0.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	0.	0.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	0.	1.	1.	1.	1.	0.	1.	1.	1.	1.	0.	1.	1.	1.	1.	1.	0.	0.	0.	1.	1.	1.	0.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	0.	1.	1.	1.	0.	1.	1.	1.	1.	1.	0.	1.	1.	1.	1.	0.	1.	0.	1.	1.	1.	1.	0.	1.],4495.841863430908,103275.47485351562,P05_UNCORRELATED,100,0.1
a2f12a9d6dabf9557dc1b2a91a7cc0983b70ad543cc34aaf8306f5b5e5c10a66,4175.238338910199,10.0,[1.	1.	1.	0.	0.	1.	1.	1.	1.	1.	1.	1.	1.	0.	1.	1.	0.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	0.	1.	1.	1.	1.	1.	1.	1.	1.	1.	0.	1.	0.	1.	1.	1.	1.	1.	1.	0.	1.	1.	1.	1.	0.	1.	1.	1.	1.	1.	1.	1.	1.	1.	0.	1.	1.	1.	1.	0.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	0.	1.	1.	0.	1.	1.	0.	1.	1.	1.	0.	1.	1.	0.	1.	0.	1.	1.	1.	1.	0.],4261.173428519481,92638.8310546875,P05_UNCORRELATED,100,0.1
dd20511b78a0ba8abe1337cf57e869ae0abad8b05abb6761d16bd16365d97eb4,4329.982020871435,10.0,[1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	0.	1.	1.	1.	1.	1.	0.	1.	1.	1.	1.	1.	1.	1.	1.	0.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	0.	1.	1.	0.	1.	1.	1.	1.	1.	1.	0.	1.	1.	1.	1.	1.	1.	1.	1.	1.	0.	1.	1.	1.	1.	1.	1.	1.	0.	1.	1.	1.	1.	1.	1.	0.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.],5222.935964748857,96617.70043945312,P05_UNCORRELATED,100,0.1
c9e5aef0362fe4a4ed7cc0a13b3caa22ecad5b2cdea969a9ae604c4b58b650a1,447.6870558288326,10.0,[0.	0.	1.	0.	1.	0.	1.	0.	0.	0.	0.	0.	0.	0.	1.	1.	0.	1.	0.	0.	1.	0.	0.	0.	1.	0.	0.	0.	1.	0.	1.	0.	0.	0.	1.	0.	1.	0.	0.	0.	0.	1.	0.	0.	0.	1.	0.	1.	0.	0.	0.	1.	0.	0.	0.	0.	0.	0.	1.	0.	1.	0.	0.	1.	0.	0.	0.	0.	1.	1.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	0.	0.	0.	1.],1791.5497370373605,101040.392578125,P05_UNCORRELATED,100,0.2
688f8834bd1fa0a44c55e03dc1e044b828d98f35c1916ef0cd603e23712e4b8c,1008.253974586664,10.0,[0.	0.	1.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	1.	0.	1.	0.	0.	1.	1.	0.	0.	0.	0.	1.	1.	1.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	1.	1.	1.	1.	0.	1.	0.	0.	0.	0.	1.	0.	0.	1.	1.	0.	1.	0.	1.	0.	0.	1.	0.	0.	1.	0.	0.	1.	0.	0.	1.	1.	0.	0.	0.	0.	0.	1.	0.	0.	0.	1.	0.	1.	1.	1.	0.	1.	0.	0.	0.	1.	1.	1.	0.	0.	0.	1.	0.	0.	0.],2127.071405868409,100801.2763671875,P05_UNCORRELATED,100,0.2
b3bb4f3ebe362af1b3f22ba6d45594bae3a6e79cb6971f0fa62a2489a01060eb,1276.6190229759368,10.0,[0.	1.	1.	1.	0.	1.	0.	0.	1.	0.	0.	1.	1.	0.	1.	1.	0.	0.	0.	1.	0.	0.	0.	0.	0.	1.	1.	0.	1.	0.	0.	0.	1.	0.	1.	0.	1.	0.	1.	0.	1.	0.	0.	1.	1.	1.	1.	1.	0.	0.	0.	1.	0.	1.	0.	1.	0.	1.	1.	0.	1.	0.	1.	1.	1.	1.	1.	0.	0.	1.	0.	0.	1.	1.	0.	0.	0.	0.	1.	1.	1.	0.	1.	1.	0.	1.	1.	0.	0.	1.	0.	1.	0.	0.	0.	1.	0.	0.	0.	1.],2868.9341287774587,107168.16186523438,P05_UNCORRELATED,100,0.2
16657bb70f8c72c66d1400da54e4e64300e28790ad1c3b0725161c47db388b25,1849.9340389557412,10.0,[0.	1.	1.	0.	1.	0.	1.	1.	0.	0.	1.	0.	1.	1.	0.	0.	0.	0.	0.	0.	1.	0.	0.	0.	0.	1.	0.	0.	1.	1.	0.	1.	1.	0.	1.	0.	0.	0.	1.	1.	1.	0.	1.	0.	0.	1.	1.	1.	0.	0.	1.	0.	1.	0.	0.	0.	0.	1.	1.	1.	1.	0.	1.	0.	0.	0.	0.	1.	1.	1.	0.	0.	0.	1.	1.	0.	1.	1.	1.	0.	1.	1.	1.	1.	0.	0.	1.	0.	1.	1.	0.	0.	0.	1.	0.	1.	1.	1.	0.	1.],3070.1602248107724,100133.13330078124,P05_UNCORRELATED,100,0.2
ff84869bfaf1d1457190039f3a7c32e8eefcae4a1ae27fddd8b1e9fa14a93c44,2363.862328567923,10.0,[0.	0.	1.	1.	1.	1.	0.	0.	0.	1.	1.	1.	1.	0.	1.	1.	1.	0.	1.	1.	1.	0.	0.	1.	1.	0.	0.	1.	0.	0.	1.	0.	0.	1.	1.	0.	1.	0.	0.	1.	0.	1.	0.	0.	0.	0.	0.	1.	1.	0.	0.	1.	1.	1.	0.	1.	0.	0.	1.	0.	1.	1.	0.	0.	1.	1.	1.	0.	1.	1.	0.	1.	1.	1.	1.	0.	1.	0.	1.	1.	1.	1.	0.	0.	1.	1.	1.	0.	1.	0.	1.	1.	1.	1.	1.	1.	1.	0.	1.	1.],3702.924580915756,102548.47607421876,P05_UNCORRELATED,100,0.2
c64bbe2ec9d07b95890e162e51137461ebb48680f9de52a6c5961f13f9b6db80,2676.325102485332,10.0,[0.	1.	0.	1.	1.	1.	0.	1.	0.	1.	1.	1.	1.	1.	0.	1.	0.	1.	1.	0.	1.	1.	0.	0.	0.	1.	1.	1.	1.	1.	0.	1.	1.	1.	0.	1.	1.	0.	0.	1.	0.	1.	1.	1.	0.	0.	1.	1.	1.	1.	1.	1.	0.	0.	1.	1.	1.	1.	1.	1.	0.	1.	0.	0.	1.	1.	1.	1.	1.	0.	0.	1.	1.	0.	1.	1.	1.	0.	1.	1.	1.	1.	1.	1.	0.	0.	1.	1.	1.	0.	1.	0.	1.	1.	1.	0.	0.	1.	0.	1.],4349.588699337771,105892.49975585938,P05_UNCORRELATED,100,0.2
49354466fae081cfe6bae9afdd6d6177b12cc49e23796595c7d316a1492e0a19,3437.617036735994,10.0,[0.	0.	1.	1.	1.	0.	1.	1.	1.	0.	1.	1.	0.	0.	1.	1.	1.	1.	1.	0.	1.	0.	1.	1.	1.	1.	1.	1.	0.	1.	0.	1.	1.	1.	0.	0.	1.	0.	0.	1.	1.	1.	1.	0.	1.	0.	0.	1.	0.	0.	1.	1.	0.	1.	1.	0.	1.	1.	1.	0.	0.	1.	1.	0.	0.	1.	1.	1.	0.	1.	0.	1.	1.	1.	1.	1.	1.	0.	0.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	0.	1.	1.	1.	0.	1.	1.	1.],4515.379872299644,96056.59643554688,P05_UNCORRELATED,100,0.2
03fdaf45963920ced40545188e23e67c995188ddf4e8bcdbcff5f77130ad1946,4006.977012186977,10.0,[1.	1.	0.	1.	1.	0.	0.	1.	0.	1.	0.	0.	1.	1.	0.	0.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	0.	0.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	0.	1.	1.	1.	1.	0.	1.	1.	1.	1.	0.	1.	1.	1.	1.	1.	0.	0.	0.	1.	1.	1.	0.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	0.	1.	1.	1.	0.	1.	1.	1.	1.	1.	0.	1.	1.	1.	1.	0.	1.	0.	1.	1.	1.	1.	0.	1.],4453.18477516215,102981.96704101562,P05_UNCORRELATED,100,0.2
f2bf093486a7542fb960218710a8d85d64d44299814d88615194d8d42cb966ea,4175.238338910199,10.0,[1.	1.	1.	0.	0.	1.	1.	1.	1.	1.	1.	1.	1.	0.	1.	1.	0.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	0.	1.	1.	1.	1.	1.	1.	1.	1.	1.	0.	1.	0.	1.	1.	1.	0.	1.	1.	0.	1.	1.	1.	1.	0.	1.	1.	1.	1.	1.	1.	1.	1.	1.	0.	1.	1.	1.	1.	0.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	0.	1.	1.	0.	1.	1.	0.	1.	1.	1.	0.	1.	1.	0.	1.	0.	1.	1.	1.	1.	0.],4233.651356396318,96142.736328125,P05_UNCORRELATED,100,0.2
b1296e3130074eeb6834e731686ddaf757befacb9e00a6a19453ba6cba47ec0c,4329.982020871435,10.0,[1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	0.	1.	1.	1.	1.	1.	0.	1.	1.	1.	1.	1.	1.	1.	1.	0.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	0.	1.	1.	0.	1.	1.	1.	1.	1.	1.	0.	1.	1.	1.	1.	1.	1.	1.	1.	1.	0.	1.	1.	1.	1.	1.	1.	1.	0.	1.	1.	1.	1.	1.	1.	0.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	1.	0.],5187.761245951238,98783.98364257812,P05_UNCORRELATED,100,0.2
c8959b378e44f64e6dac0ef92a925e401a44ec0adaa8336269a174e04de9ba9f,933.3247458861342,10.0,[1.	1.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	0.	0.	1.	0.	1.	0.	1.	0.	0.	1.	0.	0.	0.	1.	0.	0.	1.	0.	1.	0.	1.	0.	1.	0.	0.	0.	0.	0.	1.	0.	1.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	1.	1.	0.	0.	0.	0.	0.	0.	0.	1.	1.	1.	0.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	0.	0.	0.	0.	1.	0.	0.	0.	1.	0.	0.	0.	1.	0.	0.	0.	0.	0.	1.	0.	1.	0.	0.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	0.	0.	1.	0.	0.	1.	1.	0.	0.	0.	0.	1.	1.	0.	0.	0.	0.	0.	1.	0.	0.	1.	0.	1.	0.	0.	1.	1.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0.	1.	1.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	1.	1.	0.	1.	1.	0.	0.	0.	0.	0.	1.	0.	0.	0.	0.	0.	0.	1.	1.	0.	1.	0.	0.	0.	1.	0.	0.	0.	0.	0.	0.	0.	0.	0.],3307.459940520722,862474.3618164062,P05_UNCORRELATED,200,0.1
