instanceID, capacity, shortageCost, solutionValue, solutionTimeMs, statesExplored,instance,n_items,coeff_of_var
cd05356994028bbcfb3cd85077528a810a4421dea141977681235c2206fdf753,116.10846413274392,10.0,359.21749416172497,4966,28403,P05_UNCORRELATED,25,0.1
f7217ac5ba7d75616b2bc37f0186f65ee3b27e21f8ce2f252b23012e8db311fa,260.2867799458042,10.0,510.2624599880904,6104,33346,P05_UNCORRELATED,25,0.1
b04fa84a74ce1b7da7f7a33d3e669d54879e3117ced5594de7cff9c954d0da94,330.7185220868661,10.0,588.6224614093096,4768,26663,P05_UNCORRELATED,25,0.1
dc386dba03117d503f35dd52d60831090f07a4c07cb7c4ccf223f5481f96368a,508.0002450797488,10.0,821.7601517560713,6570,32741,P05_UNCORRELATED,25,0.1
0e9c71196a05a749fedf6ec7ce931e2240658ec5e11af5378e8d3377d94f972c,507.9358508990788,10.0,917.0644917672744,4232,24253,P05_UNCORRELATED,25,0.1
cf3241e529381952404c6a26a183fe909603e331b0ebad2bb8397f14cb3cda06,677.2632613258763,10.0,1028.1188653762129,5904,27517,P05_UNCORRELATED,25,0.1
10e692be69e1e7b33f4b0aa9212b1943a286ad25ab1d6d104ca72c63268bca62,858.9901041571254,10.0,1205.3382980368283,7230,28314,P05_UNCORRELATED,25,0.1
f98d7f949749554f8fdbb95e88b6e4729d0e78aa5785a4b18569cd333ff9ca6a,997.9619811631276,10.0,1329.0696276136644,8042,29209,P05_UNCORRELATED,25,0.1
8be4d492666231ae10b052b7dd31b4d00bc7cd1046a31a8fe18322b7f65ca1e1,1064.6533536483,10.0,1264.929348614648,7357,27799,P05_UNCORRELATED,25,0.1
f1137bd732bbd6002a981a1b4a4929908cecb1e35f73ed437981fd93a4600b9b,1133.3468785043312,10.0,1201.0043478771436,7132,28507,P05_UNCORRELATED,25,0.1
d7209ea6140aa2519d8e33b18ec7370bb1458bea470127d13ab17d03fc93cc1f,116.10846413274392,10.0,356.9429180598906,22934,62952,P05_UNCORRELATED,25,0.2
031e3a5b6ebd36b46b12e07347b4c850103ef706842a636e1538e5a5494dd623,260.2867799458042,10.0,506.7021534972368,31319,76433,P05_UNCORRELATED,25,0.2
b6d756c4cc538e4e34b620a75676f0ac36129976c433f3e06a3d9e5ddfd79061,330.7185220868661,10.0,575.7981613020584,18867,49655,P05_UNCORRELATED,25,0.2
419f68e9213eb413f4119c89a08a7d68767462bc2fc76930e07249d8787f5ad7,508.0002450797488,10.0,812.0295293650415,25003,58197,P05_UNCORRELATED,25,0.2
5cf0cd08ab010a322797016ca01db80d6c8c0f9d89dd496ef5b0e5bad768f92e,507.9358508990788,10.0,913.7053612740848,15427,42959,P05_UNCORRELATED,25,0.2
def104442f6e849308cf23207980b83a0d78e1b91e07553d2b6cda4a7ca5913e,677.2632613258763,10.0,1020.7620505701389,21397,48962,P05_UNCORRELATED,25,0.2
0a2dcdf00882e5c3b82e3ab0d80f003186ce207171d82c0779636980b60aa7a3,858.9901041571254,10.0,1194.037450179854,25604,50210,P05_UNCORRELATED,25,0.2
a6c57404b7ebbedc4003ac2cfb3a960fee7f2a3f210072b362918461a9080b6a,997.9619811631276,10.0,1323.6174791565622,44678,84112,P05_UNCORRELATED,25,0.2
71b9ed199c612ac0a9ad290943b7e539d46175fc74849608c5393b56faf69104,1064.6533536483,10.0,1256.5416415783177,24963,49362,P05_UNCORRELATED,25,0.2
a3a35592dfe81993b11ff4d93952d6993a3d26ee384a9aca97377e9188544330,1133.3468785043312,10.0,1195.2813671847807,23677,50659,P05_UNCORRELATED,25,0.2
6edf823d7351bde6cd88310898b59f452c94f0d724d64b0cd258c755d80b733e,112.63131849856067,10.0,563.1131056627778,4415,26088,P05_WEAKLY_CORRELATED,25,0.1
15edebe68551685432612f69872ca8c4ec1e0558a004c625d3db615c97f12be0,200.6377911389312,10.0,1218.2644589589122,3842,21867,P05_WEAKLY_CORRELATED,25,0.1
30fff6bc8037a6f813c984e07b5811ec09e775f5f37a348875a181d37dadb0ff,278.8633363153005,10.0,1327.8282055984455,3552,23284,P05_WEAKLY_CORRELATED,25,0.1
650b239d2ed63f3a1e628836b0e6c8626ade6ded6a387be1ee5865394faab3f4,469.97216703269294,10.0,1380.0834260910156,5573,25436,P05_WEAKLY_CORRELATED,25,0.1
4cbe655d7e40ba903bf7bdc00fdd10d1c47d588becef8249fff8e0a5c72feb81,515.9189618187869,10.0,1591.1891332952705,4545,23666,P05_WEAKLY_CORRELATED,25,0.1
2f3034523118557e83492b4d7d8fbb0ecbe8a4753e1af801694f5e1676265ec2,669.2975149694981,10.0,1809.799270942888,5636,22483,P05_WEAKLY_CORRELATED,25,0.1
c7dd2fd37e034caccf0bb5d042c56bb885f63a99471c503435726c3612e305a1,907.9861870330462,10.0,1875.9059561447723,7932,31409,P05_WEAKLY_CORRELATED,25,0.1
dd7e8dfa440d858290f5097d0506f8015d9c89931a83c05944f7c56faa0bcf35,1015.652441537617,10.0,2034.8844806077773,8196,29405,P05_WEAKLY_CORRELATED,25,0.1
11b63efb78b026d9e7f96d2231c921a557937ee8d9a1bab9032d95b5d6815f9b,1078.0584145275466,10.0,2183.0456013328426,8032,30004,P05_WEAKLY_CORRELATED,25,0.1
fe121844db3bb5e963e7b72ae4990f2689b8810f8c0aa0e581dd5c45ed7397e0,1105.9222745163063,10.0,2339.415696925961,6783,27074,P05_WEAKLY_CORRELATED,25,0.1
1774666aaaf07de0d4b5afdb689de921638248c12311f53de3aa2f61770c2a0e,112.63131849856067,10.0,549.6613823017709,22793,60981,P05_WEAKLY_CORRELATED,25,0.2
f688c7bbd100a3e1e10de0d70075f5b7ab7a81445aef8dedb699515066081856,200.6377911389312,10.0,1210.404902642439,18757,47947,P05_WEAKLY_CORRELATED,25,0.2
2d4c8f74c56086ff6a26a52eb401ff382b51e927eb38f8100ad3f6f80630189d,278.8633363153005,10.0,1328.3383061904717,17800,53630,P05_WEAKLY_CORRELATED,25,0.2
